Head,Neck,Right Shoulder,Right Elbow,Right Wrist,Left Shoulder,Left Elbow,Left Wrist,Right Hip,Right Knee,Right Ankle,Left Hip,Left Knee,Left Ankle,Chest
"(282, 140)","(247, 172)","(220, 187)","(176, 219)","(211, 156)","(247, 187)","(255, 172)","(273, 156)","(203, 328)","(194, 422)","(203, 516)","(211, 328)","(194, 422)","(203, 516)","(220, 250)"
"(291, 140)","(247, 187)","(220, 187)","(176, 219)","(211, 156)","(247, 187)","(255, 172)","(273, 156)","(203, 328)","(194, 422)","(203, 516)","(211, 328)","(194, 422)","(203, 516)","(220, 266)"
"(282, 140)","(247, 187)","(220, 187)","(176, 219)","(211, 156)","(247, 203)","(247, 172)","(273, 156)","(203, 328)","(194, 422)","(203, 516)","(203, 328)","(194, 422)","(203, 516)","(220, 266)"
"(282, 140)","(238, 187)","(220, 187)","(176, 219)","(211, 156)","(247, 203)","(255, 172)","(273, 156)","(194, 328)","(194, 422)","(203, 516)","(211, 328)","(194, 422)","(203, 516)","(220, 266)"
"(282, 140)","(238, 187)","(220, 187)","(176, 219)","(211, 156)","(238, 219)","(220, 203)","(211, 172)","(194, 328)","(194, 422)","(203, 516)","(211, 328)","(194, 422)","(203, 516)","(220, 266)"
"(282, 140)","(238, 187)","(220, 187)","(176, 219)","(203, 156)","(238, 203)","(211, 250)","(203, 172)","(194, 328)","(194, 422)","(203, 516)","(211, 328)","(194, 422)","(203, 516)","(211, 266)"
"(282, 140)","(238, 187)","(211, 187)","(176, 219)","(203, 156)","(238, 203)","(211, 250)","(203, 172)","(194, 328)","(194, 422)","(203, 516)","(211, 328)","(194, 422)","(203, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 219)","(203, 156)","(238, 219)","(220, 266)","(203, 172)","(185, 328)","(185, 422)","(203, 516)","(203, 328)","(185, 422)","(203, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 219)","(203, 172)","(247, 219)","(220, 266)","(203, 172)","(185, 328)","(185, 422)","(203, 516)","(211, 328)","(185, 422)","(203, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 219)","(203, 172)","(238, 219)","(211, 250)","(203, 172)","(185, 313)","(185, 422)","(203, 516)","(211, 328)","(194, 422)","(203, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 219)","(203, 172)","(238, 203)","(211, 250)","(203, 172)","(194, 328)","(185, 422)","(203, 516)","(203, 328)","(185, 422)","(203, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 219)","(203, 172)","(238, 203)","(203, 250)","(203, 172)","(194, 328)","(185, 422)","(203, 532)","(203, 328)","(194, 438)","(203, 532)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 219)","(203, 172)","(238, 203)","(211, 234)","(203, 172)","(194, 328)","(185, 422)","(203, 516)","(203, 328)","(194, 438)","(203, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 219)","(203, 172)","(238, 203)","(211, 234)","(203, 172)","(194, 328)","(185, 422)","(194, 516)","(203, 328)","(194, 438)","(203, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 219)","(203, 172)","(238, 203)","(211, 219)","(203, 172)","(194, 328)","(185, 422)","(194, 516)","(211, 328)","(194, 422)","(203, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 234)","(203, 172)","(238, 203)","(211, 219)","(203, 172)","(194, 328)","(194, 438)","(194, 516)","(203, 328)","(194, 438)","(194, 516)","(211, 266)"
"(273, 125)","(238, 187)","(211, 187)","(176, 234)","(203, 172)","(238, 203)","(211, 219)","(203, 172)","(194, 328)","(194, 438)","(194, 516)","(211, 328)","(194, 438)","(203, 516)","(211, 266)"
"(264, 125)","(238, 187)","(211, 187)","(176, 234)","(203, 172)","(238, 203)","(211, 219)","(203, 172)","(194, 328)","(194, 438)","(203, 516)","(211, 328)","(194, 438)","(203, 516)","(211, 266)"
"(264, 125)","(238, 187)","(211, 187)","(176, 234)","(203, 172)","(238, 203)","(211, 219)","(203, 172)","(194, 328)","(194, 438)","(203, 516)","(211, 328)","(194, 438)","(203, 516)","(211, 266)"
"(264, 125)","(229, 187)","(211, 187)","(176, 234)","(203, 172)","(238, 203)","(211, 203)","(203, 172)","(203, 328)","(194, 422)","(203, 516)","(203, 328)","(194, 438)","(203, 516)","(211, 266)"
"(255, 125)","(229, 187)","(238, 219)","(238, 281)","(194, 172)","(211, 187)","(176, 234)","(203, 172)","(211, 328)","(194, 438)","(203, 516)","(194, 328)","(194, 438)","(203, 516)","(211, 266)"
"(255, 125)","(229, 187)","(211, 187)","(176, 234)","(194, 172)","(238, 203)","(211, 203)","(203, 172)","(203, 328)","(194, 422)","(203, 532)","(203, 328)","(194, 422)","(203, 516)","(211, 266)"
"(255, 109)","(229, 187)","(211, 187)","(176, 234)","(194, 172)","(238, 203)","(211, 203)","(194, 172)","(203, 328)","(185, 438)","(194, 532)","(203, 328)","(194, 438)","(203, 532)","(211, 266)"
"(255, 125)","(229, 187)","(211, 187)","(167, 234)","(194, 172)","(229, 203)","(176, 234)","(194, 172)","(203, 328)","(185, 438)","(194, 532)","(203, 328)","(194, 438)","(203, 516)","(211, 266)"
"(255, 109)","(229, 187)","(211, 187)","(176, 234)","(194, 172)","(238, 203)","(211, 203)","(194, 172)","(194, 328)","(185, 438)","(203, 516)","(203, 328)","(194, 438)","(203, 516)","(211, 266)"
"(255, 109)","(229, 187)","(211, 187)","(176, 234)","(194, 172)","(238, 203)","(185, 234)","(203, 172)","(203, 328)","(194, 438)","(203, 516)","(211, 328)","(194, 438)","(203, 516)","(211, 266)"
"(255, 109)","(229, 172)","(211, 187)","(176, 234)","(194, 172)","(238, 203)","(211, 250)","(203, 172)","(203, 328)","(194, 422)","(203, 516)","(211, 328)","(194, 422)","(203, 516)","(211, 266)"
"(255, 109)","(229, 172)","(211, 187)","(176, 219)","(203, 172)","(238, 203)","(211, 203)","(203, 172)","(211, 328)","(194, 422)","(203, 500)","(211, 328)","(194, 422)","(203, 516)","(211, 266)"
"(255, 109)","(229, 172)","(211, 187)","(176, 234)","(194, 172)","(229, 203)","(185, 234)","(203, 172)","(211, 328)","(194, 422)","(203, 500)","(203, 328)","(194, 422)","(203, 500)","(211, 266)"
"(255, 109)","(229, 172)","(211, 187)","(176, 234)","(194, 172)","(238, 187)","(176, 219)","(203, 172)","(211, 328)","(203, 422)","(203, 516)","(194, 313)","(194, 422)","(203, 516)","(220, 250)"
"(255, 93)","(229, 172)","(220, 187)",,"(203, 172)","(220, 187)","(176, 219)","(194, 172)","(211, 328)","(194, 422)","(211, 516)","(203, 328)","(194, 422)","(211, 516)","(220, 250)"
"(255, 109)","(229, 172)","(211, 172)","(176, 219)","(194, 172)","(229, 187)","(176, 219)","(194, 172)","(203, 328)","(194, 422)","(203, 516)","(203, 328)","(194, 422)","(211, 516)","(211, 266)"
"(255, 109)","(229, 172)","(211, 172)","(176, 219)","(194, 172)","(229, 187)","(176, 219)","(194, 172)","(194, 328)","(194, 422)","(203, 516)","(203, 328)","(194, 422)","(211, 516)","(211, 250)"
"(247, 93)","(229, 172)","(211, 172)","(176, 219)","(194, 172)","(229, 187)","(176, 219)","(194, 172)","(203, 328)","(194, 422)","(203, 516)","(203, 328)","(194, 422)","(203, 516)","(211, 250)"
"(255, 93)","(229, 172)","(229, 187)","(220, 219)","(203, 156)","(220, 172)","(185, 219)","(203, 156)","(220, 313)","(203, 422)","(203, 438)","(211, 313)","(203, 406)","(203, 438)","(220, 250)"
"(255, 93)","(238, 172)","(220, 172)","(176, 219)","(203, 156)","(220, 172)","(185, 219)","(203, 156)","(220, 313)","(203, 422)","(211, 516)","(220, 313)","(203, 422)","(211, 500)","(229, 250)"
"(255, 93)","(229, 156)","(220, 172)","(211, 172)","(203, 156)","(220, 172)","(185, 219)","(203, 156)","(220, 313)","(194, 422)","(203, 500)","(211, 313)","(203, 422)","(211, 500)","(220, 250)"
"(255, 93)","(238, 156)","(247, 187)","(229, 219)","(203, 156)","(220, 172)","(185, 219)","(203, 156)","(211, 313)","(203, 422)","(211, 500)","(211, 313)","(203, 422)","(211, 500)","(220, 250)"
"(255, 93)","(238, 156)","(220, 172)",,"(203, 156)","(220, 172)","(185, 219)","(203, 156)","(211, 313)","(203, 422)","(211, 500)","(211, 313)","(203, 422)","(211, 500)","(220, 250)"
"(255, 93)","(229, 156)","(229, 172)",,"(203, 156)","(220, 172)","(176, 219)","(203, 156)","(203, 328)","(194, 422)","(211, 516)","(203, 328)","(194, 422)","(211, 516)","(220, 250)"
"(247, 78)","(229, 156)","(238, 187)","(220, 234)","(194, 156)","(211, 172)","(176, 219)","(194, 156)","(211, 313)","(194, 406)","(203, 500)","(203, 313)","(194, 406)","(211, 500)","(220, 234)"
"(247, 93)","(229, 156)","(229, 172)","(220, 219)","(203, 156)","(211, 172)","(176, 219)","(194, 156)","(211, 313)","(194, 422)","(203, 516)","(211, 313)","(194, 422)","(203, 516)","(220, 250)"
"(247, 93)","(229, 156)","(229, 172)","(220, 219)","(203, 156)","(211, 172)","(176, 219)","(194, 156)","(211, 313)","(194, 422)","(203, 500)","(203, 313)","(194, 422)","(211, 500)","(220, 234)"
"(247, 78)","(229, 156)","(229, 172)","(220, 219)","(194, 156)","(211, 172)","(176, 219)","(194, 156)","(211, 313)","(194, 406)","(203, 500)","(203, 313)","(194, 406)","(203, 500)","(220, 250)"
"(247, 78)","(229, 156)","(211, 156)",,"(194, 156)","(211, 172)","(176, 219)","(194, 156)","(211, 313)","(194, 406)","(203, 500)","(203, 313)","(194, 406)","(203, 500)","(220, 234)"
"(247, 78)","(229, 156)","(211, 156)","(176, 219)","(194, 156)","(211, 156)","(176, 219)","(194, 156)","(211, 313)","(194, 406)","(203, 500)","(203, 313)","(194, 406)","(203, 500)","(211, 234)"
