Head,Neck,Right Shoulder,Right Elbow,Right Wrist,Left Shoulder,Left Elbow,Left Wrist,Right Hip,Right Knee,Right Ankle,Left Hip,Left Knee,Left Ankle,Chest
"(375, 93)","(375, 135)","(360, 156)","(360, 198)","(375, 229)","(360, 156)","(375, 198)","(391, 219)","(360, 240)","(360, 313)","(360, 386)","(360, 240)","(360, 302)","(344, 365)","(360, 198)"
"(375, 93)","(375, 135)","(360, 156)","(360, 198)","(375, 229)","(375, 156)","(360, 198)","(391, 219)","(360, 240)","(360, 313)","(360, 386)","(360, 240)","(360, 302)","(344, 365)","(360, 198)"
"(375, 93)","(375, 135)","(360, 156)","(360, 198)","(375, 229)","(360, 156)","(360, 198)","(391, 219)","(360, 240)","(360, 313)","(360, 386)","(360, 240)","(360, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 135)","(360, 156)","(360, 198)","(375, 229)","(360, 156)","(360, 198)","(375, 229)","(360, 240)","(360, 313)","(360, 386)","(360, 240)","(360, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 135)","(360, 156)","(360, 198)","(375, 240)","(375, 156)","(360, 198)","(375, 229)","(360, 240)","(360, 313)","(360, 386)","(360, 240)","(360, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 146)","(360, 156)","(360, 208)","(375, 240)","(375, 166)","(375, 208)","(375, 240)","(360, 240)","(375, 313)","(360, 386)","(360, 240)","(360, 302)","(344, 354)","(360, 198)"
"(375, 104)","(375, 156)","(360, 166)","(360, 208)","(391, 250)","(375, 166)","(375, 208)","(375, 240)","(360, 240)","(375, 313)","(360, 386)","(344, 240)","(360, 302)","(344, 354)","(360, 208)"
"(375, 93)","(375, 146)","(360, 166)","(360, 208)","(391, 240)","(375, 166)","(375, 208)","(375, 240)","(360, 240)","(375, 313)","(360, 386)","(344, 240)","(360, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 146)","(375, 156)","(375, 208)","(391, 250)","(375, 156)","(360, 198)","(375, 240)","(360, 240)","(375, 313)","(360, 386)","(344, 240)","(360, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 135)","(375, 156)","(375, 198)","(391, 250)","(375, 156)","(375, 198)","(375, 240)","(360, 240)","(375, 313)","(360, 396)","(344, 240)","(360, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 135)","(375, 156)","(375, 198)","(391, 240)","(375, 156)","(360, 198)","(391, 240)","(360, 240)","(375, 313)","(360, 396)","(344, 240)","(344, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 135)","(375, 156)","(375, 198)","(391, 240)","(375, 146)","(375, 198)","(391, 240)","(360, 240)","(375, 313)","(360, 396)","(344, 240)","(344, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 146)","(375, 156)","(375, 198)","(406, 250)","(375, 156)","(375, 198)","(406, 240)","(360, 240)","(375, 313)","(360, 396)","(344, 240)","(344, 302)","(344, 354)","(360, 198)"
"(375, 93)","(375, 146)","(375, 146)","(375, 187)","(375, 135)","(375, 146)","(375, 198)","(406, 240)","(360, 240)","(375, 313)","(360, 396)","(344, 240)","(344, 313)","(328, 365)","(360, 198)"
"(375, 104)","(375, 146)","(360, 146)","(375, 187)","(375, 135)","(391, 156)","(391, 198)","(406, 240)","(344, 240)","(360, 313)","(360, 396)","(344, 240)","(360, 313)","(344, 365)","(360, 198)"
,"(375, 146)","(375, 156)","(391, 198)","(375, 146)","(391, 156)","(391, 198)","(406, 240)","(344, 240)","(360, 313)","(360, 396)","(344, 240)","(360, 302)","(328, 354)","(360, 198)"
,"(375, 166)","(375, 156)","(391, 198)","(422, 240)","(391, 166)","(391, 198)","(422, 240)","(344, 240)","(360, 313)","(360, 396)","(344, 240)","(360, 313)","(328, 354)","(375, 208)"
"(375, 104)","(375, 146)","(375, 156)","(391, 198)","(422, 240)","(375, 156)","(391, 198)","(422, 240)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(328, 354)","(360, 198)"
"(360, 104)","(375, 146)","(375, 156)","(391, 198)","(438, 240)","(391, 156)","(391, 198)","(422, 229)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(328, 354)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(391, 198)","(438, 229)","(375, 156)","(391, 198)","(422, 229)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(328, 365)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(391, 198)","(438, 229)","(375, 156)","(391, 198)","(422, 229)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(328, 354)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(406, 198)","(438, 229)","(375, 156)","(360, 198)","(360, 229)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 302)","(328, 354)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(406, 198)","(453, 229)","(375, 156)","(391, 198)","(391, 240)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 302)","(328, 354)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(406, 198)","(453, 219)","(375, 156)","(391, 198)","(406, 240)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 302)","(328, 354)","(360, 208)"
"(375, 104)","(375, 146)","(375, 156)","(406, 198)","(453, 219)","(375, 156)","(375, 208)","(422, 240)","(344, 240)","(360, 313)","(360, 386)","(328, 240)","(360, 302)","(344, 354)","(360, 208)"
"(375, 114)","(375, 156)","(375, 166)","(406, 198)","(469, 208)","(375, 166)","(375, 198)","(422, 229)","(344, 250)","(360, 313)","(360, 386)","(344, 250)","(360, 302)","(328, 354)","(360, 208)"
"(375, 114)","(375, 156)","(375, 166)","(422, 198)","(469, 208)","(375, 166)","(391, 208)","(438, 229)","(344, 250)","(360, 313)","(360, 396)","(344, 250)","(360, 302)","(344, 354)","(360, 208)"
"(375, 114)","(375, 156)","(375, 166)","(422, 198)","(469, 198)","(375, 166)","(406, 208)","(438, 219)","(328, 250)","(375, 313)","(360, 396)","(344, 250)","(360, 313)","(344, 354)","(360, 208)"
"(375, 114)","(375, 166)","(375, 177)","(422, 198)","(469, 198)","(375, 177)","(406, 219)","(438, 219)","(328, 250)","(375, 313)","(360, 396)","(328, 250)","(360, 313)","(344, 354)","(360, 208)"
"(375, 125)","(375, 166)","(375, 177)","(422, 198)","(469, 187)","(375, 177)","(406, 208)","(453, 198)","(328, 260)","(375, 313)","(360, 396)","(328, 250)","(360, 313)","(344, 354)","(360, 219)"
"(375, 125)","(375, 166)","(391, 177)","(422, 208)","(469, 187)","(375, 177)","(406, 208)","(453, 198)","(328, 260)","(375, 313)","(360, 396)","(328, 260)","(360, 313)","(344, 354)","(360, 219)"
"(375, 135)","(375, 177)","(375, 187)","(422, 208)","(469, 187)","(391, 187)","(422, 208)","(469, 187)","(328, 260)","(375, 313)","(360, 396)","(328, 260)","(360, 313)","(344, 354)","(360, 229)"
"(375, 135)","(375, 177)","(375, 187)","(438, 208)","(469, 187)","(375, 187)","(422, 219)","(453, 198)","(328, 260)","(375, 313)","(360, 396)","(328, 260)","(360, 313)","(344, 354)","(360, 229)"
"(375, 146)","(375, 187)","(391, 198)","(438, 219)","(453, 187)","(391, 198)","(422, 219)","(453, 198)","(328, 260)","(375, 313)","(360, 396)","(328, 260)","(360, 313)","(344, 354)","(360, 229)"
"(375, 146)","(375, 187)","(375, 198)","(438, 219)","(453, 187)","(391, 198)","(438, 219)","(453, 187)","(328, 271)","(375, 313)","(360, 396)","(328, 271)","(360, 313)","(344, 354)","(360, 240)"
"(375, 156)","(391, 198)","(391, 208)","(438, 219)","(453, 198)","(391, 208)","(438, 229)","(453, 198)","(328, 271)","(375, 313)","(360, 396)","(328, 271)","(360, 313)","(344, 354)","(360, 240)"
"(375, 156)","(375, 198)","(375, 208)","(438, 229)","(453, 198)","(391, 208)","(438, 229)","(453, 198)","(328, 281)","(375, 313)","(360, 396)","(328, 281)","(360, 313)","(344, 354)","(344, 250)"
"(375, 166)","(391, 208)","(391, 219)","(438, 229)","(453, 208)","(391, 219)","(375, 187)","(438, 208)","(328, 281)","(375, 313)","(360, 396)","(328, 281)","(360, 313)","(344, 354)","(344, 250)"
"(391, 166)","(375, 208)","(391, 219)","(438, 240)","(438, 208)","(375, 219)","(375, 177)","(438, 208)","(328, 281)","(375, 313)","(360, 396)","(313, 281)","(360, 313)","(344, 354)","(344, 250)"
"(391, 166)","(391, 208)","(391, 229)","(438, 240)","(438, 208)","(391, 219)","(375, 187)","(438, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 281)","(360, 313)","(344, 354)","(344, 250)"
"(391, 177)","(391, 219)","(375, 229)","(438, 250)","(438, 208)","(391, 219)","(375, 198)","(438, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 313)","(344, 354)","(344, 260)"
"(375, 177)","(391, 219)","(375, 229)","(438, 250)","(438, 208)","(391, 229)","(406, 229)","(438, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 333)","(344, 354)","(344, 260)"
"(391, 177)","(375, 219)","(375, 229)","(438, 250)","(438, 208)","(375, 219)","(375, 198)","(438, 219)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 333)","(344, 354)","(344, 260)"
"(375, 177)","(391, 219)","(391, 229)","(438, 250)","(438, 219)","(375, 229)","(391, 229)","(438, 219)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 333)","(344, 354)","(344, 260)"
"(375, 177)","(391, 219)","(391, 229)","(438, 250)","(422, 208)","(391, 229)","(406, 229)","(438, 219)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 333)","(344, 354)","(344, 260)"
"(375, 177)","(391, 219)","(375, 229)","(438, 250)","(422, 208)","(391, 229)","(391, 229)","(422, 219)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 177)","(391, 219)","(375, 229)","(438, 250)","(422, 208)","(391, 229)","(438, 229)","(422, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 177)","(391, 219)","(375, 229)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(422, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 166)","(391, 208)","(375, 229)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(422, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 323)","(344, 354)","(344, 260)"
"(375, 166)","(391, 208)","(375, 219)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(422, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 323)","(344, 354)","(344, 250)"
"(375, 166)","(391, 208)","(375, 219)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(422, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 281)","(360, 323)","(344, 354)","(344, 250)"
"(375, 166)","(391, 208)","(375, 219)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(422, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 281)","(360, 323)","(344, 354)","(360, 250)"
"(375, 166)","(391, 208)","(375, 219)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(422, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 323)","(344, 354)","(360, 250)"
"(375, 177)","(391, 208)","(375, 229)","(438, 240)","(422, 208)","(406, 208)","(438, 240)","(422, 208)","(313, 292)","(375, 313)","(360, 396)","(313, 292)","(360, 323)","(344, 354)","(360, 260)"
"(375, 177)","(391, 208)","(375, 229)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(422, 219)","(313, 292)","(375, 313)","(360, 396)","(328, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 177)","(391, 219)","(375, 229)","(438, 240)","(422, 208)","(391, 229)","(438, 250)","(422, 219)","(313, 292)","(375, 313)","(360, 396)","(328, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 177)","(391, 219)","(375, 229)","(438, 250)","(422, 219)","(391, 229)","(438, 250)","(422, 219)","(313, 292)","(375, 313)","(360, 396)","(328, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 177)","(391, 219)","(375, 229)","(438, 250)","(422, 219)","(406, 219)","(438, 250)","(422, 219)","(313, 302)","(375, 313)","(360, 396)","(328, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 187)","(391, 219)","(375, 240)","(438, 250)","(422, 219)","(406, 229)","(438, 250)","(422, 219)","(313, 302)","(375, 313)","(360, 396)","(328, 302)","(360, 344)","(344, 354)","(360, 271)"
"(375, 187)","(391, 219)","(375, 240)","(438, 250)","(422, 219)","(406, 229)","(438, 260)","(422, 219)","(313, 302)","(375, 313)","(360, 396)","(344, 302)","(360, 344)","(344, 354)","(360, 271)"
"(375, 187)","(391, 229)","(375, 240)","(438, 260)","(422, 219)","(391, 240)","(438, 260)","(422, 229)","(313, 302)","(375, 313)","(360, 396)","(344, 302)","(360, 344)","(344, 354)","(360, 271)"
"(375, 187)","(391, 229)","(375, 240)","(438, 260)","(422, 229)","(391, 240)","(438, 260)","(422, 229)","(313, 313)","(375, 313)","(360, 396)","(344, 302)","(360, 344)","(344, 354)","(360, 271)"
"(375, 187)","(391, 229)","(375, 240)","(438, 260)","(422, 229)","(406, 240)","(438, 260)","(422, 229)","(313, 313)","(375, 313)","(360, 396)","(344, 302)","(360, 344)","(344, 354)","(360, 271)"
"(375, 198)","(391, 229)","(375, 250)","(438, 260)","(422, 229)","(406, 240)","(438, 260)","(422, 229)","(313, 313)","(375, 313)","(360, 396)","(344, 313)","(360, 344)","(344, 354)","(360, 281)"
"(375, 198)","(391, 229)","(375, 250)","(438, 260)","(422, 229)","(406, 240)","(438, 260)","(422, 229)","(313, 313)","(375, 313)","(360, 396)","(344, 313)","(360, 344)","(344, 354)","(360, 281)"
"(375, 198)","(391, 229)","(375, 250)","(438, 260)","(422, 229)","(406, 250)","(438, 260)","(422, 229)","(313, 313)","(375, 313)","(360, 396)","(328, 313)","(360, 344)","(344, 354)","(360, 281)"
"(375, 198)","(391, 229)","(375, 250)","(438, 271)","(422, 229)","(406, 240)","(438, 271)","(422, 229)","(313, 313)","(375, 313)","(360, 396)","(328, 313)","(360, 354)","(344, 354)","(360, 281)"
"(375, 198)","(391, 240)","(375, 250)","(438, 271)","(422, 229)","(406, 240)","(438, 271)","(422, 229)","(313, 313)","(375, 313)","(360, 396)","(344, 313)","(360, 344)","(344, 354)","(360, 281)"
"(375, 198)","(391, 240)","(375, 250)","(438, 271)","(422, 229)","(406, 250)","(438, 271)","(422, 229)","(313, 313)","(391, 313)","(360, 396)","(344, 313)","(360, 344)","(344, 354)","(360, 281)"
"(375, 198)","(391, 229)","(375, 250)","(438, 260)","(422, 229)","(406, 240)","(438, 271)","(422, 229)","(313, 313)","(391, 313)","(360, 396)","(344, 302)","(360, 344)","(344, 354)","(360, 281)"
"(375, 198)","(391, 229)","(375, 250)","(438, 260)","(422, 229)","(406, 240)","(438, 260)","(422, 229)","(313, 313)","(391, 313)","(360, 396)","(344, 302)","(360, 344)","(344, 354)","(360, 281)"
"(375, 198)","(391, 229)","(391, 250)","(438, 260)","(422, 229)","(406, 240)","(438, 260)","(422, 229)","(313, 313)","(391, 313)","(360, 396)","(344, 313)","(360, 344)","(344, 354)","(360, 281)"
"(375, 187)","(391, 229)","(391, 250)","(438, 260)","(422, 229)","(406, 240)","(438, 260)","(422, 229)","(313, 313)","(391, 313)","(360, 396)","(344, 302)","(375, 302)","(344, 354)","(360, 281)"
"(375, 187)","(391, 229)","(375, 240)","(438, 260)","(422, 229)","(406, 229)","(438, 260)","(422, 229)","(313, 313)","(391, 313)","(360, 396)","(344, 313)","(375, 302)","(344, 354)","(360, 271)"
"(375, 187)","(391, 229)","(375, 240)","(438, 250)","(422, 219)","(391, 240)","(438, 260)","(422, 219)","(328, 302)","(391, 313)","(360, 396)","(344, 302)","(375, 302)","(344, 354)","(360, 271)"
"(375, 187)","(391, 219)","(391, 240)","(438, 250)","(422, 219)","(391, 229)","(438, 250)","(422, 219)","(313, 302)","(391, 313)","(360, 396)","(344, 302)","(375, 302)","(344, 354)","(360, 271)"
"(375, 177)","(391, 219)","(375, 229)","(438, 250)","(422, 219)","(391, 229)","(438, 250)","(422, 219)","(313, 302)","(391, 313)","(360, 396)","(328, 302)","(360, 344)","(344, 354)","(360, 271)"
"(375, 177)","(391, 219)","(375, 229)","(438, 250)","(422, 219)","(406, 219)","(438, 250)","(422, 219)","(313, 302)","(391, 323)","(360, 396)","(328, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 177)","(391, 208)","(375, 229)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(406, 208)","(328, 292)","(391, 323)","(360, 396)","(328, 292)","(360, 333)","(344, 354)","(360, 260)"
"(375, 166)","(391, 208)","(375, 219)","(438, 240)","(422, 208)","(391, 219)","(438, 240)","(422, 208)","(328, 292)","(391, 323)","(360, 396)","(328, 292)","(375, 323)","(344, 354)","(360, 260)"
"(375, 166)","(391, 198)","(375, 219)","(438, 240)","(422, 208)","(406, 208)","(438, 229)","(406, 198)","(328, 281)","(391, 323)","(360, 396)","(328, 281)","(360, 323)","(344, 354)","(360, 250)"
"(375, 156)","(391, 198)","(375, 208)","(438, 229)","(422, 198)","(391, 208)","(438, 229)","(422, 198)","(328, 281)","(391, 323)","(360, 396)","(328, 281)","(360, 323)","(344, 354)","(360, 250)"
"(375, 156)","(391, 198)","(375, 208)","(422, 229)","(422, 198)","(391, 208)","(438, 229)","(422, 198)","(328, 281)","(391, 323)","(360, 396)","(328, 281)","(360, 323)","(344, 354)","(360, 240)"
"(375, 146)","(391, 187)","(375, 208)","(422, 229)","(422, 198)","(391, 198)","(391, 208)","(422, 198)","(328, 271)","(391, 313)","(360, 396)","(328, 271)","(360, 323)","(344, 354)","(360, 240)"
"(375, 146)","(391, 187)","(375, 198)","(422, 229)","(422, 187)","(391, 198)","(391, 208)","(406, 187)","(328, 271)","(391, 313)","(360, 396)","(328, 271)","(360, 313)","(344, 354)","(360, 240)"
"(375, 146)","(391, 187)","(375, 198)","(422, 229)","(422, 187)","(391, 198)","(422, 229)","(406, 187)","(328, 271)","(391, 313)","(360, 396)","(328, 271)","(360, 313)","(344, 354)","(360, 229)"
"(375, 135)","(391, 177)","(375, 198)","(422, 229)","(422, 187)","(406, 187)","(422, 229)","(406, 187)","(328, 260)","(391, 313)","(360, 396)","(328, 260)","(360, 313)","(344, 354)","(360, 229)"
"(375, 135)","(375, 177)","(391, 187)","(422, 219)","(422, 187)","(375, 187)","(375, 208)","(406, 177)","(328, 260)","(391, 313)","(360, 396)","(328, 260)","(360, 313)","(344, 354)","(360, 229)"
"(375, 135)","(391, 177)","(391, 187)","(422, 219)","(422, 187)","(391, 177)","(391, 198)","(406, 187)","(328, 260)","(375, 313)","(360, 396)","(328, 260)","(360, 313)","(344, 354)","(360, 219)"
"(375, 125)","(375, 166)","(391, 177)","(422, 219)","(422, 198)","(375, 177)","(375, 208)","(406, 177)","(328, 260)","(375, 313)","(360, 396)","(328, 250)","(360, 313)","(344, 354)","(360, 219)"
"(375, 125)","(375, 166)","(391, 177)","(406, 219)","(422, 198)","(375, 177)","(375, 208)","(406, 177)","(344, 250)","(375, 313)","(360, 396)","(328, 250)","(360, 313)","(344, 354)","(360, 219)"
"(375, 114)","(375, 156)","(391, 166)","(406, 219)","(422, 198)","(375, 166)","(360, 208)","(406, 177)","(344, 250)","(375, 313)","(360, 396)","(328, 250)","(360, 313)","(344, 354)","(360, 208)"
"(391, 114)","(375, 156)","(375, 166)","(406, 208)","(422, 198)","(375, 166)","(360, 208)","(391, 208)","(344, 250)","(375, 313)","(360, 396)","(328, 250)","(360, 313)","(344, 354)","(360, 208)"
"(375, 114)","(391, 156)","(375, 166)","(391, 208)","(391, 156)","(391, 177)","(391, 208)","(391, 156)","(344, 250)","(375, 313)","(360, 386)","(328, 250)","(360, 313)","(344, 354)","(360, 219)"
"(375, 114)","(375, 156)","(375, 166)","(391, 208)","(422, 187)","(391, 166)","(391, 198)","(422, 187)","(344, 250)","(375, 313)","(360, 386)","(344, 250)","(360, 313)","(344, 354)","(360, 208)"
"(438, 187)","(391, 187)","(391, 187)","(391, 198)","(375, 156)","(391, 198)","(391, 198)","(375, 156)","(344, 250)","(375, 313)","(360, 386)","(344, 240)","(360, 313)","(344, 354)","(375, 219)"
"(422, 187)","(391, 187)","(391, 187)","(391, 198)","(375, 146)","(391, 198)","(391, 198)","(375, 146)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(344, 354)","(375, 208)"
"(391, 104)","(375, 146)","(375, 156)","(391, 198)","(406, 187)","(375, 156)","(375, 198)","(406, 187)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(344, 354)","(360, 198)"
"(391, 104)","(375, 146)","(375, 156)","(375, 198)","(406, 187)","(375, 156)","(375, 198)","(406, 187)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 302)","(344, 354)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(375, 198)","(406, 187)","(375, 156)","(375, 198)","(406, 187)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(344, 354)","(360, 198)"
"(391, 104)","(375, 146)","(375, 156)","(375, 198)","(406, 187)","(375, 156)","(375, 198)","(391, 187)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(328, 354)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(375, 198)","(406, 187)","(375, 156)","(375, 198)","(406, 177)","(344, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(344, 365)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(375, 198)","(406, 187)","(375, 156)","(375, 198)","(391, 187)","(360, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(328, 354)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(375, 198)","(406, 187)","(375, 156)","(375, 198)","(391, 187)","(360, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(328, 354)","(360, 198)"
"(375, 104)","(375, 146)","(375, 156)","(375, 198)","(406, 187)","(360, 156)","(360, 198)","(391, 187)","(360, 240)","(360, 313)","(360, 386)","(344, 240)","(360, 313)","(344, 365)","(360, 198)"
