Head,Neck,Right Shoulder,Right Elbow,Right Wrist,Left Shoulder,Left Elbow,Left Wrist,Right Hip,Right Knee,Right Ankle,Left Hip,Left Knee,Left Ankle,Chest
"(328, 83)","(328, 125)","(328, 135)","(313, 177)","(266, 166)","(328, 135)","(297, 156)","(266, 156)","(344, 219)","(328, 281)","(344, 344)","(344, 219)","(328, 281)","(344, 344)","(328, 177)"
"(328, 83)","(328, 125)","(328, 135)","(313, 177)","(313, 219)","(328, 135)","(297, 156)","(266, 156)","(344, 219)","(328, 281)","(344, 344)","(344, 219)","(328, 281)","(344, 344)","(328, 177)"
"(328, 83)","(328, 125)","(328, 135)","(313, 177)","(266, 166)","(328, 135)","(297, 156)","(266, 166)","(344, 219)","(328, 281)","(344, 344)","(344, 219)","(328, 281)","(344, 344)","(328, 177)"
"(328, 83)","(328, 125)","(328, 146)","(313, 177)","(266, 166)","(328, 135)","(297, 156)","(266, 156)","(344, 219)","(328, 281)","(344, 344)","(344, 219)","(328, 281)","(344, 344)","(328, 177)"
"(328, 83)","(328, 125)","(328, 146)","(313, 177)","(266, 166)","(328, 146)","(297, 156)","(250, 166)","(344, 219)","(328, 281)","(344, 344)","(344, 219)","(328, 281)","(344, 344)","(328, 177)"
"(328, 83)","(328, 125)","(328, 146)","(313, 177)","(313, 219)","(328, 146)","(297, 156)","(250, 166)","(344, 219)","(328, 281)","(344, 344)","(344, 219)","(328, 281)","(344, 344)","(328, 177)"
"(328, 93)","(328, 125)","(328, 146)","(313, 177)","(313, 219)","(328, 135)","(297, 156)","(266, 166)","(344, 219)","(328, 281)","(344, 344)","(344, 219)","(328, 281)","(344, 344)","(328, 177)"
"(328, 93)","(328, 125)","(328, 146)","(313, 177)","(313, 219)","(328, 146)","(297, 156)","(250, 166)","(344, 219)","(328, 281)","(344, 344)","(344, 219)","(328, 281)","(344, 344)","(328, 177)"
"(328, 93)","(328, 125)","(328, 146)","(313, 177)","(313, 219)","(328, 146)","(297, 156)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 281)","(344, 344)","(328, 187)"
"(328, 93)","(328, 125)","(328, 146)","(313, 187)","(313, 219)","(328, 146)","(297, 156)","(250, 166)","(344, 219)","(328, 281)","(344, 344)","(344, 229)","(328, 281)","(344, 344)","(328, 187)"
"(328, 93)","(328, 125)","(328, 146)","(313, 187)","(313, 219)","(328, 146)","(297, 156)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 281)","(344, 344)","(328, 187)"
"(328, 93)","(328, 135)","(328, 146)","(313, 177)","(313, 219)","(328, 146)","(297, 156)","(250, 156)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 281)","(344, 344)","(328, 187)"
"(328, 93)","(328, 135)","(328, 146)","(313, 177)","(313, 219)","(328, 146)","(297, 156)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(344, 187)"
"(328, 93)","(328, 135)","(328, 146)","(313, 177)","(313, 219)","(328, 146)","(297, 156)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 281)","(344, 344)","(344, 187)"
"(328, 93)","(328, 135)","(328, 146)","(313, 177)","(266, 166)","(328, 146)","(297, 156)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(344, 187)"
"(328, 93)","(328, 135)","(328, 146)","(313, 177)","(266, 166)","(328, 146)","(297, 156)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(344, 187)"
"(328, 93)","(328, 135)","(328, 146)","(313, 187)","(266, 166)","(328, 146)","(297, 156)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(344, 187)"
"(328, 93)","(328, 135)","(328, 146)","(328, 187)","(313, 219)","(328, 146)","(297, 156)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(344, 187)"
"(328, 93)","(328, 135)","(328, 146)","(313, 187)","(266, 166)","(328, 146)","(297, 166)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 281)","(344, 344)","(328, 187)"
"(328, 93)","(328, 135)","(328, 146)","(313, 166)","(266, 166)","(328, 146)","(297, 166)","(250, 166)","(344, 229)","(328, 292)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(328, 187)"
"(328, 93)","(328, 135)","(328, 146)","(328, 187)","(266, 166)","(328, 146)","(297, 166)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(328, 187)"
"(328, 93)","(328, 135)","(328, 146)","(328, 198)","(266, 166)","(328, 146)","(297, 166)","(250, 166)","(344, 229)","(328, 281)","(328, 333)","(344, 229)","(328, 292)","(344, 344)","(328, 187)"
"(328, 93)","(328, 135)","(328, 146)","(297, 177)","(297, 229)","(328, 146)","(281, 166)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 281)","(344, 344)","(328, 187)"
"(328, 93)","(328, 135)","(328, 146)","(297, 177)","(266, 166)","(328, 146)","(297, 166)","(250, 166)","(344, 229)","(328, 281)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(328, 187)"
"(328, 93)","(328, 135)","(328, 146)","(328, 198)","(313, 229)","(328, 146)","(297, 166)","(250, 166)","(344, 229)","(328, 292)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(328, 187)"
"(328, 104)","(328, 135)","(328, 146)","(313, 198)","(297, 229)","(328, 146)","(297, 166)","(250, 166)","(344, 229)","(328, 292)","(344, 344)","(344, 229)","(328, 292)","(344, 344)","(328, 187)"
"(328, 104)","(328, 135)","(328, 156)","(328, 198)","(313, 219)","(328, 156)","(297, 166)","(250, 166)","(344, 240)","(328, 292)","(344, 344)","(344, 240)","(328, 292)","(344, 344)","(344, 198)"
"(328, 104)","(328, 146)","(328, 156)","(328, 198)","(313, 229)","(328, 156)","(297, 166)","(250, 166)","(344, 240)","(328, 292)","(344, 344)","(344, 240)","(328, 292)","(344, 344)","(344, 198)"
"(328, 104)","(328, 146)","(313, 156)","(313, 198)","(297, 229)","(328, 156)","(297, 166)","(250, 166)","(344, 240)","(328, 292)","(344, 344)","(344, 240)","(328, 292)","(344, 333)","(344, 198)"
"(313, 104)","(328, 146)","(313, 156)","(328, 198)","(313, 229)","(328, 156)","(297, 177)","(250, 166)","(344, 240)","(328, 292)","(344, 344)","(344, 240)","(328, 292)","(344, 333)","(344, 198)"
"(313, 104)","(313, 146)","(313, 156)","(328, 198)","(313, 229)","(328, 156)","(297, 177)","(250, 166)","(360, 240)","(328, 292)","(344, 344)","(344, 240)","(328, 292)","(344, 333)","(344, 198)"
"(328, 104)","(328, 146)","(328, 156)","(328, 198)","(313, 229)","(328, 156)","(297, 177)","(250, 177)","(344, 240)","(328, 292)","(344, 344)","(344, 240)","(313, 292)","(344, 344)","(344, 198)"
"(313, 114)","(313, 146)","(328, 156)","(328, 208)","(250, 177)","(328, 156)","(297, 177)","(250, 177)","(344, 240)","(328, 292)","(344, 344)","(344, 240)","(313, 292)","(344, 344)","(328, 198)"
"(313, 114)","(328, 146)","(328, 156)","(328, 208)","(266, 177)","(328, 166)","(297, 177)","(250, 177)","(344, 240)","(328, 292)","(344, 344)","(344, 240)","(313, 292)","(344, 344)","(344, 208)"
"(313, 114)","(328, 156)","(313, 156)","(328, 208)","(266, 177)","(328, 166)","(297, 177)","(250, 177)","(344, 240)","(313, 292)","(344, 344)","(344, 240)","(313, 292)","(344, 344)","(344, 208)"
"(313, 114)","(328, 156)","(313, 166)","(297, 177)","(266, 177)","(328, 166)","(297, 177)","(250, 177)","(344, 250)","(313, 292)","(344, 344)","(344, 250)","(313, 302)","(344, 344)","(344, 208)"
"(313, 114)","(313, 156)","(313, 166)","(297, 187)","(250, 177)","(328, 166)","(297, 177)","(250, 177)","(360, 250)","(328, 292)","(344, 333)","(360, 250)","(313, 302)","(344, 344)","(344, 208)"
"(328, 114)","(313, 156)","(313, 166)","(297, 198)","(297, 146)","(328, 166)","(281, 187)","(250, 177)","(360, 250)","(328, 292)","(328, 333)","(360, 250)","(313, 302)","(344, 344)","(344, 208)"
"(313, 114)","(328, 156)","(328, 166)","(328, 208)","(297, 156)","(328, 177)","(297, 187)","(250, 177)","(360, 250)","(328, 292)","(328, 333)","(360, 250)","(313, 302)","(344, 344)","(344, 208)"
"(313, 125)","(313, 156)","(313, 166)","(313, 208)","(297, 219)","(328, 166)","(297, 187)","(250, 187)","(360, 250)","(328, 292)","(328, 333)","(360, 250)","(313, 302)","(344, 344)","(344, 219)"
"(313, 125)","(328, 166)","(313, 166)","(313, 208)","(266, 187)","(328, 177)","(297, 187)","(250, 187)","(360, 250)","(328, 292)","(344, 333)","(360, 250)","(313, 302)","(344, 344)","(344, 219)"
"(313, 125)","(328, 166)","(328, 177)","(313, 219)","(297, 219)","(328, 177)","(297, 187)","(250, 187)","(360, 250)","(328, 292)","(360, 333)","(360, 250)","(313, 302)","(344, 344)","(344, 219)"
"(313, 125)","(328, 166)","(328, 177)","(313, 219)","(297, 219)","(328, 177)","(297, 187)","(250, 187)","(360, 250)","(328, 292)","(375, 333)","(360, 260)","(313, 302)","(344, 344)","(344, 219)"
"(313, 125)","(328, 166)","(328, 177)","(313, 219)","(297, 219)","(328, 177)","(297, 198)","(250, 187)","(360, 260)","(328, 292)","(375, 333)","(360, 260)","(313, 302)","(344, 344)","(344, 219)"
"(313, 125)","(328, 166)","(313, 177)","(313, 219)","(297, 219)","(328, 177)","(297, 198)","(250, 187)","(360, 260)","(328, 302)","(360, 292)","(360, 260)","(313, 302)","(344, 344)","(344, 219)"
"(313, 135)","(313, 166)","(313, 177)","(313, 219)","(297, 229)","(328, 177)","(297, 198)","(250, 187)","(360, 260)","(328, 302)","(328, 333)","(360, 260)","(313, 302)","(344, 344)","(344, 219)"
"(328, 135)","(328, 177)","(328, 177)","(313, 219)","(297, 229)","(328, 177)","(297, 198)","(250, 198)","(360, 260)","(328, 302)","(328, 333)","(360, 260)","(313, 302)","(344, 344)","(344, 229)"
"(328, 135)","(328, 177)","(328, 177)","(297, 219)","(297, 229)","(328, 177)","(297, 198)","(250, 198)","(360, 260)","(328, 302)","(328, 344)","(360, 260)","(313, 302)","(344, 354)","(344, 229)"
"(328, 135)","(328, 177)","(313, 187)","(313, 219)","(266, 198)","(328, 187)","(297, 198)","(250, 198)","(360, 260)","(328, 302)","(328, 344)","(360, 271)","(313, 302)","(344, 344)","(344, 229)"
"(328, 135)","(328, 177)","(328, 187)","(313, 229)","(266, 198)","(328, 187)","(297, 198)","(250, 198)","(360, 271)","(328, 302)","(328, 344)","(360, 271)","(313, 302)","(344, 354)","(344, 229)"
"(313, 135)","(328, 177)","(328, 187)","(281, 208)","(250, 198)","(328, 187)","(281, 208)","(250, 198)","(360, 271)","(313, 302)","(328, 344)","(360, 271)","(313, 302)","(344, 354)","(344, 229)"
"(313, 146)","(328, 177)","(313, 187)","(297, 219)","(266, 198)","(328, 187)","(297, 208)","(250, 198)","(360, 271)","(313, 302)","(328, 344)","(360, 271)","(313, 302)","(344, 354)","(344, 229)"
"(313, 146)","(328, 187)","(313, 187)","(313, 229)","(266, 208)","(328, 198)","(297, 208)","(250, 198)","(360, 271)","(313, 302)","(328, 344)","(360, 271)","(313, 302)","(344, 354)","(344, 240)"
"(313, 146)","(328, 187)","(313, 198)","(281, 219)","(266, 208)","(328, 198)","(281, 208)","(250, 198)","(360, 271)","(313, 302)","(344, 344)","(360, 271)","(313, 302)","(344, 354)","(344, 240)"
"(328, 146)","(313, 187)","(313, 198)","(281, 219)","(266, 208)","(328, 198)","(297, 208)","(250, 208)","(360, 271)","(313, 302)","(344, 344)","(360, 271)","(313, 302)","(344, 354)","(344, 240)"
"(313, 146)","(328, 187)","(328, 198)","(297, 219)","(266, 208)","(328, 198)","(297, 208)","(250, 208)","(360, 271)","(313, 302)","(328, 344)","(360, 271)","(313, 302)","(344, 354)","(344, 240)"
"(313, 146)","(328, 187)","(313, 198)","(281, 219)","(266, 208)","(328, 208)","(281, 219)","(250, 208)","(360, 271)","(313, 302)","(328, 344)","(360, 281)","(313, 302)","(344, 354)","(344, 240)"
"(313, 156)","(313, 187)","(313, 198)","(281, 219)","(266, 208)","(328, 208)","(281, 219)","(250, 208)","(360, 281)","(313, 302)","(328, 344)","(360, 281)","(313, 313)","(344, 354)","(344, 240)"
"(313, 156)","(328, 198)","(328, 208)","(328, 250)","(266, 208)","(328, 208)","(281, 219)","(250, 208)","(360, 281)","(313, 302)","(328, 344)","(360, 281)","(313, 302)","(344, 354)","(344, 240)"
"(328, 156)","(328, 198)","(328, 208)","(328, 250)","(250, 208)","(328, 208)","(281, 219)","(250, 208)","(360, 281)","(313, 302)","(328, 344)","(360, 281)","(313, 313)","(344, 354)","(344, 250)"
"(328, 156)","(313, 198)","(313, 208)","(281, 219)","(250, 208)","(328, 208)","(281, 219)","(250, 208)","(360, 281)","(313, 313)","(328, 344)","(360, 292)","(313, 313)","(344, 354)","(344, 250)"
"(328, 156)","(328, 198)","(313, 208)","(281, 229)","(266, 219)","(328, 208)","(281, 229)","(250, 208)","(360, 281)","(313, 313)","(328, 344)","(360, 292)","(313, 313)","(344, 354)","(344, 250)"
"(328, 156)","(328, 198)","(328, 219)","(297, 229)","(266, 219)","(328, 219)","(281, 229)","(250, 219)","(360, 292)","(313, 313)","(328, 344)","(360, 292)","(313, 313)","(344, 354)","(344, 250)"
"(313, 156)","(328, 198)","(313, 208)","(297, 229)","(266, 219)","(328, 219)","(281, 229)","(250, 219)","(360, 292)","(313, 313)","(344, 344)","(360, 292)","(313, 313)","(344, 354)","(344, 250)"
"(313, 166)","(328, 208)","(328, 219)","(297, 229)","(297, 198)","(328, 219)","(281, 229)","(250, 219)","(360, 292)","(313, 313)","(328, 344)","(360, 292)","(313, 302)","(344, 354)","(344, 250)"
"(328, 166)","(328, 208)","(328, 219)","(297, 240)","(266, 229)","(328, 219)","(297, 229)","(250, 219)","(360, 292)","(328, 323)","(344, 344)","(360, 292)","(313, 302)","(344, 354)","(344, 260)"
"(328, 166)","(328, 208)","(328, 219)","(297, 240)","(266, 229)","(328, 219)","(281, 229)","(250, 219)","(360, 292)","(313, 313)","(344, 344)","(360, 292)","(313, 302)","(344, 354)","(344, 260)"
"(328, 166)","(328, 208)","(313, 219)","(281, 240)","(266, 229)","(328, 219)","(281, 229)","(250, 219)","(360, 292)","(313, 313)","(328, 344)","(360, 292)","(313, 302)","(344, 354)","(344, 260)"
"(328, 166)","(328, 208)","(313, 219)","(281, 240)","(266, 229)","(328, 219)","(281, 229)","(250, 219)","(360, 292)","(313, 313)","(344, 344)","(360, 292)","(297, 302)","(344, 344)","(344, 260)"
"(328, 166)","(328, 208)","(313, 219)","(297, 240)","(266, 229)","(328, 219)","(297, 229)","(250, 229)","(360, 292)","(313, 313)","(344, 344)","(360, 292)","(297, 302)","(344, 344)","(344, 260)"
"(328, 166)","(328, 208)","(328, 229)","(297, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(360, 302)","(328, 323)","(344, 344)","(360, 302)","(297, 302)","(344, 344)","(344, 260)"
"(328, 166)","(328, 208)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(360, 302)","(313, 313)","(328, 333)","(360, 302)","(297, 302)","(344, 344)","(344, 260)"
"(328, 166)","(328, 208)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(297, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(297, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(297, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(328, 229)","(297, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(297, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(297, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(328, 260)"
"(328, 177)","(328, 219)","(313, 219)","(297, 240)","(266, 240)","(328, 229)","(297, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(328, 260)"
"(328, 177)","(328, 219)","(313, 219)","(297, 240)","(266, 240)","(328, 229)","(297, 240)","(266, 240)","(344, 302)","(297, 302)","(328, 333)","(360, 313)","(313, 302)","(344, 344)","(328, 260)"
"(328, 177)","(328, 219)","(313, 219)","(297, 240)","(266, 240)","(328, 229)","(297, 240)","(266, 240)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 219)","(297, 240)","(266, 240)","(328, 229)","(297, 240)","(266, 240)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 219)","(297, 240)","(266, 240)","(328, 229)","(297, 240)","(266, 240)","(344, 302)","(297, 302)","(328, 333)","(360, 313)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 229)","(281, 240)","(266, 240)","(328, 229)","(297, 240)","(266, 240)","(344, 302)","(297, 302)","(328, 333)","(360, 313)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 219)","(297, 240)","(266, 229)","(328, 229)","(281, 240)","(266, 240)","(344, 302)","(297, 302)","(328, 333)","(360, 313)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 219)","(297, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 219)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(266, 229)","(344, 302)","(297, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(266, 229)","(344, 302)","(297, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(313, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(266, 229)","(344, 302)","(297, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(266, 229)","(344, 302)","(297, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(313, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(313, 302)","(328, 323)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(313, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 292)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(297, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(313, 292)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(297, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(297, 302)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(297, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(313, 292)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(297, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(313, 292)","(328, 333)","(360, 302)","(313, 292)","(344, 344)","(344, 271)"
"(328, 177)","(328, 219)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(313, 292)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
"(328, 177)","(328, 219)","(328, 229)","(281, 240)","(266, 229)","(328, 229)","(281, 240)","(250, 229)","(344, 302)","(313, 292)","(328, 333)","(360, 302)","(313, 302)","(344, 344)","(344, 260)"
