Head,Neck,Right Shoulder,Right Elbow,Right Wrist,Left Shoulder,Left Elbow,Left Wrist,Right Hip,Right Knee,Right Ankle,Left Hip,Left Knee,Left Ankle,Chest
"(313, 125)","(360, 156)","(328, 156)",,"(391, 208)","(375, 177)","(391, 187)","(391, 208)","(406, 240)","(375, 313)","(375, 386)","(391, 240)","(360, 313)","(375, 386)","(375, 198)"
,"(375, 187)","(360, 93)","(360, 219)","(391, 219)","(375, 187)","(375, 208)","(391, 219)","(391, 240)","(375, 313)","(375, 386)","(391, 240)","(360, 323)","(375, 396)","(360, 156)"
"(344, 83)","(360, 146)","(328, 156)",,,"(375, 156)","(391, 177)","(391, 219)","(406, 250)","(375, 313)","(375, 386)","(391, 250)","(360, 323)","(375, 396)","(375, 198)"
"(360, 73)","(375, 156)","(375, 166)",,"(438, 219)","(360, 166)","(360, 187)",,"(406, 250)","(360, 323)","(375, 386)","(391, 250)","(360, 323)","(375, 386)","(391, 198)"
"(360, 83)","(344, 146)","(328, 166)","(328, 198)",,"(375, 187)","(391, 177)","(406, 219)","(406, 250)","(360, 323)","(375, 396)","(391, 250)","(360, 323)","(375, 386)","(391, 208)"
"(313, 156)","(375, 187)","(375, 177)","(406, 177)",,"(375, 198)","(391, 187)",,"(406, 260)","(375, 323)","(375, 386)","(391, 260)","(344, 323)","(375, 386)","(391, 219)"
"(344, 146)","(375, 198)","(328, 177)","(391, 187)",,"(375, 198)","(406, 187)","(406, 135)","(406, 271)","(375, 323)","(375, 396)","(391, 260)","(344, 323)","(375, 386)","(391, 229)"
"(328, 135)","(375, 198)","(375, 198)","(360, 229)",,"(375, 198)","(406, 187)",,"(406, 271)","(375, 323)","(375, 396)","(391, 271)","(344, 323)","(375, 386)","(391, 229)"
"(344, 104)","(360, 166)","(375, 177)","(313, 219)",,"(328, 177)","(313, 208)",,"(406, 271)","(375, 323)","(375, 396)","(391, 271)","(344, 323)","(375, 386)","(391, 219)"
"(344, 156)","(375, 208)","(375, 198)","(406, 187)",,"(375, 208)","(406, 187)","(391, 166)","(406, 271)","(375, 333)","(375, 396)","(391, 271)","(344, 323)","(375, 386)","(375, 240)"
"(313, 166)","(375, 208)","(344, 198)","(406, 187)",,"(375, 208)","(406, 198)",,"(406, 271)","(360, 323)","(375, 396)","(391, 271)","(344, 323)","(375, 386)","(391, 240)"
"(313, 177)","(375, 208)","(375, 208)","(406, 198)","(406, 156)","(360, 208)","(406, 198)","(406, 146)","(406, 281)","(360, 333)","(375, 396)","(391, 271)","(344, 323)","(375, 386)","(391, 240)"
"(344, 156)","(375, 198)","(391, 208)","(406, 198)","(375, 166)","(344, 187)","(406, 198)",,"(406, 281)","(360, 333)","(375, 386)","(391, 281)","(344, 323)","(375, 386)","(391, 240)"
"(344, 114)","(360, 177)","(375, 187)","(438, 208)","(453, 219)","(344, 187)","(375, 187)",,"(406, 281)","(360, 333)","(375, 396)","(391, 281)","(344, 323)","(375, 386)","(375, 229)"
"(344, 125)","(360, 187)","(375, 198)","(406, 208)","(406, 146)","(328, 187)","(313, 187)",,"(406, 281)","(360, 333)","(375, 396)","(391, 281)","(344, 323)","(375, 386)","(375, 240)"
"(344, 146)","(360, 187)","(391, 198)","(406, 208)",,"(344, 187)","(391, 208)","(391, 198)","(406, 281)","(360, 333)","(375, 386)","(391, 281)","(344, 333)","(375, 386)","(375, 240)"
"(360, 156)","(375, 208)","(391, 219)","(406, 208)","(406, 146)","(344, 198)","(328, 187)","(328, 146)","(406, 292)","(360, 333)","(375, 386)","(391, 281)","(344, 323)","(375, 386)","(375, 250)"
"(328, 156)","(360, 198)","(375, 208)","(406, 208)","(406, 146)","(328, 198)","(360, 198)","(328, 146)","(406, 292)","(360, 333)","(375, 386)","(391, 281)","(344, 323)","(375, 386)","(375, 250)"
"(406, 156)","(391, 198)","(406, 198)","(422, 208)","(406, 146)","(375, 208)","(375, 229)","(406, 146)","(406, 292)","(360, 333)","(375, 386)","(391, 281)","(344, 333)","(375, 386)","(391, 240)"
"(344, 135)","(360, 198)","(391, 198)","(406, 208)",,"(328, 198)","(328, 187)",,"(406, 292)","(360, 333)","(375, 386)","(391, 292)","(344, 323)","(375, 386)","(375, 250)"
"(406, 135)","(375, 198)","(391, 208)","(422, 208)","(422, 187)","(328, 198)","(406, 146)",,"(406, 292)","(360, 333)","(375, 386)","(391, 292)","(344, 323)","(375, 386)","(375, 250)"
"(406, 146)","(375, 198)","(375, 219)","(422, 219)","(422, 187)","(344, 208)","(344, 146)","(328, 187)","(406, 292)","(360, 333)","(375, 386)","(391, 292)","(344, 333)","(375, 386)","(375, 250)"
"(422, 146)","(375, 187)","(391, 208)","(422, 219)","(406, 187)","(328, 198)","(344, 146)",,"(406, 302)","(360, 333)","(375, 386)","(391, 302)","(344, 323)","(375, 386)","(375, 250)"
"(406, 135)","(375, 187)","(375, 208)","(422, 219)","(360, 292)","(360, 219)","(375, 250)","(360, 281)","(406, 302)","(360, 344)","(375, 386)","(391, 302)","(344, 323)","(375, 396)","(375, 250)"
"(328, 177)","(360, 198)","(391, 208)","(422, 219)","(422, 198)","(328, 208)","(328, 156)","(313, 187)","(406, 302)","(360, 333)","(375, 386)","(391, 302)","(344, 333)","(375, 396)","(375, 250)"
"(344, 187)","(375, 198)","(375, 219)","(406, 219)","(406, 198)","(375, 250)","(328, 208)","(328, 187)","(406, 302)","(360, 333)","(375, 386)","(391, 302)","(344, 333)","(375, 396)","(375, 271)"
"(360, 250)","(391, 260)","(391, 250)","(406, 229)","(406, 229)","(375, 260)",,,"(406, 313)","(344, 333)","(375, 386)","(391, 313)","(344, 333)","(375, 396)","(391, 292)"
"(438, 156)","(375, 198)","(391, 260)","(406, 229)","(391, 229)","(375, 271)",,,"(391, 302)","(344, 333)","(375, 386)","(391, 302)","(344, 333)","(375, 396)","(360, 229)"
"(422, 146)","(391, 260)","(406, 271)","(406, 229)","(360, 302)","(375, 260)","(406, 219)",,"(406, 313)","(344, 333)","(375, 386)","(391, 313)","(344, 333)","(375, 396)","(391, 292)"
"(375, 292)","(391, 260)","(406, 240)","(406, 229)",,"(375, 271)","(375, 271)",,"(391, 313)","(344, 333)","(375, 386)","(391, 313)","(344, 333)","(375, 396)","(391, 292)"
"(313, 260)","(375, 260)","(391, 260)","(406, 229)","(391, 208)","(375, 281)","(313, 229)",,"(391, 323)","(344, 333)","(375, 365)","(406, 323)","(344, 333)","(375, 386)","(391, 302)"
"(313, 260)","(375, 271)","(391, 271)","(406, 240)","(391, 219)","(375, 281)","(360, 281)",,"(406, 323)","(344, 333)","(375, 365)","(406, 323)","(344, 333)","(375, 396)","(391, 302)"
"(313, 260)","(375, 271)","(406, 250)","(360, 302)","(360, 302)","(375, 281)",,"(406, 292)","(391, 333)","(344, 333)","(375, 365)","(391, 333)","(344, 333)","(375, 396)","(375, 219)"
,"(360, 229)","(391, 292)","(375, 302)","(360, 302)","(375, 260)","(360, 292)","(360, 302)","(391, 323)","(344, 333)","(375, 365)","(406, 323)","(344, 333)","(375, 386)","(391, 292)"
"(297, 260)","(360, 271)","(375, 260)","(360, 302)","(360, 302)","(375, 281)","(360, 313)","(360, 313)","(391, 323)","(344, 333)","(375, 375)","(406, 323)","(344, 333)","(375, 396)","(391, 302)"
"(360, 260)","(375, 271)","(391, 260)","(360, 302)","(360, 313)","(328, 229)","(313, 250)","(328, 229)","(391, 333)","(344, 344)","(375, 375)","(406, 333)","(344, 333)","(375, 396)","(391, 302)"
"(297, 260)","(375, 281)","(375, 271)","(360, 313)","(344, 229)","(375, 281)","(313, 250)","(328, 229)","(391, 333)","(344, 344)","(375, 365)","(406, 333)","(344, 333)","(375, 396)","(391, 313)"
"(313, 260)","(375, 281)","(375, 271)","(360, 313)","(344, 313)","(375, 281)","(360, 302)","(360, 323)","(391, 333)","(344, 344)","(375, 375)","(406, 333)","(344, 333)","(375, 396)","(391, 313)"
"(375, 281)","(391, 313)","(391, 302)","(360, 302)","(360, 313)","(375, 281)","(360, 302)","(360, 313)","(391, 333)",,"(375, 375)","(391, 344)","(328, 333)","(375, 386)","(391, 323)"
"(360, 240)","(375, 281)","(375, 281)","(360, 313)","(344, 313)","(375, 281)","(313, 260)","(344, 229)","(391, 333)","(344, 344)","(375, 375)","(406, 333)","(344, 333)","(375, 386)","(391, 313)"
"(313, 271)","(375, 281)","(375, 281)","(360, 313)","(360, 313)","(391, 281)","(360, 313)","(391, 302)","(391, 333)","(313, 260)","(391, 375)","(406, 344)","(344, 333)","(375, 386)","(391, 313)"
"(313, 271)","(375, 281)","(375, 281)","(360, 313)","(360, 313)","(391, 281)","(375, 292)","(391, 302)","(391, 344)",,"(375, 386)","(406, 344)","(328, 333)","(375, 386)","(391, 313)"
"(375, 240)","(375, 281)","(391, 302)","(360, 313)","(360, 313)","(375, 302)","(360, 302)","(344, 313)","(391, 344)","(391, 313)","(375, 375)","(406, 344)","(328, 333)","(375, 386)","(391, 313)"
"(328, 250)","(360, 250)","(391, 313)","(360, 302)","(422, 208)","(391, 271)","(422, 198)","(406, 302)","(391, 344)",,"(375, 386)","(391, 354)","(328, 333)","(375, 396)","(391, 333)"
"(297, 260)","(375, 281)","(391, 156)","(360, 313)","(360, 313)","(375, 302)","(406, 198)","(406, 302)","(391, 344)",,"(391, 375)","(406, 344)","(328, 333)","(375, 386)","(375, 187)"
"(375, 240)","(360, 281)","(391, 302)","(313, 271)","(297, 281)","(375, 302)","(391, 250)","(391, 250)","(391, 344)","(375, 313)","(391, 375)","(391, 354)","(328, 333)","(360, 386)","(391, 313)"
"(297, 260)","(375, 292)","(391, 292)","(375, 313)","(391, 240)","(375, 302)","(422, 208)","(391, 250)","(391, 344)","(375, 313)","(391, 375)","(406, 344)","(328, 333)","(360, 386)","(391, 313)"
"(297, 271)","(375, 292)","(391, 292)","(375, 313)",,"(375, 302)","(391, 240)",,"(391, 344)",,"(391, 375)","(406, 344)","(328, 333)","(360, 386)","(391, 323)"
"(360, 240)","(391, 198)","(391, 198)","(375, 313)","(391, 302)","(391, 208)","(391, 250)","(391, 250)","(391, 344)","(375, 313)","(391, 375)","(391, 354)","(328, 333)","(360, 386)","(375, 302)"
"(391, 250)","(360, 281)","(391, 281)","(375, 313)","(391, 302)","(328, 271)","(313, 271)","(391, 250)","(391, 344)","(375, 313)","(391, 375)","(391, 354)","(328, 333)","(360, 386)","(375, 302)"
"(360, 240)","(391, 198)","(391, 198)","(375, 313)","(391, 250)","(344, 271)",,,"(391, 344)","(375, 313)","(391, 375)","(391, 354)","(328, 333)","(360, 386)","(391, 323)"
"(344, 240)","(360, 292)","(391, 198)","(391, 313)","(297, 281)","(360, 281)",,"(391, 260)","(391, 344)",,"(391, 386)","(406, 344)","(328, 333)","(360, 386)","(375, 313)"
"(438, 166)","(406, 198)","(391, 198)","(453, 219)","(453, 229)","(406, 198)","(391, 260)","(406, 302)","(391, 344)",,"(391, 375)","(406, 344)","(344, 333)","(360, 386)","(375, 229)"
"(438, 166)","(406, 208)","(391, 198)","(453, 219)","(391, 302)","(406, 198)","(391, 260)","(406, 302)","(391, 344)","(375, 313)","(391, 375)","(406, 344)","(328, 333)","(360, 386)","(391, 219)"
"(438, 166)","(406, 208)","(391, 198)","(453, 229)","(391, 302)","(406, 198)","(391, 260)","(406, 302)","(391, 344)",,"(375, 396)","(406, 344)","(328, 333)","(360, 386)","(375, 250)"
"(360, 240)","(360, 281)","(375, 292)","(391, 313)","(297, 281)","(360, 281)","(453, 229)","(391, 250)","(391, 344)","(375, 313)","(391, 375)","(406, 344)","(328, 333)","(360, 386)","(375, 302)"
"(360, 240)","(360, 281)","(391, 281)","(313, 271)","(313, 281)","(375, 281)","(391, 250)","(391, 250)","(391, 344)","(391, 313)","(391, 386)","(391, 344)","(328, 333)","(360, 386)","(375, 313)"
"(313, 260)","(360, 281)","(391, 292)","(375, 313)",,"(375, 302)","(313, 271)",,"(391, 344)","(391, 313)","(391, 375)","(406, 344)","(328, 333)","(375, 386)","(375, 313)"
"(344, 240)","(360, 281)","(391, 198)","(375, 313)","(391, 302)","(375, 281)","(391, 250)","(391, 250)","(391, 333)",,"(391, 375)","(406, 344)","(328, 333)","(375, 386)","(391, 313)"
"(344, 240)","(360, 271)","(375, 260)","(375, 302)","(406, 219)","(344, 271)","(313, 281)","(406, 250)","(391, 333)","(375, 313)","(375, 375)","(391, 344)","(328, 333)","(360, 386)","(375, 302)"
"(360, 240)","(360, 281)","(375, 271)","(391, 313)","(297, 281)","(375, 302)","(391, 250)","(406, 250)","(391, 333)","(375, 313)","(375, 375)","(391, 344)","(328, 333)","(360, 386)","(375, 302)"
"(360, 240)","(360, 271)","(375, 271)","(313, 260)","(297, 271)","(375, 271)","(360, 313)","(391, 250)","(391, 333)","(375, 313)","(375, 375)","(391, 344)","(328, 333)","(360, 386)","(375, 302)"
"(375, 281)","(375, 281)","(391, 271)","(375, 313)","(438, 219)","(375, 281)","(360, 302)","(344, 333)","(391, 333)",,"(391, 375)","(391, 344)","(344, 333)","(375, 386)","(375, 313)"
"(360, 281)","(375, 292)","(391, 292)","(375, 302)","(360, 313)","(360, 292)","(391, 250)","(391, 281)","(391, 333)","(344, 333)","(375, 375)","(406, 333)","(344, 333)","(375, 386)","(391, 313)"
"(360, 229)","(360, 240)","(360, 250)","(313, 250)",,"(375, 250)","(406, 240)",,"(375, 323)","(344, 333)","(375, 386)","(406, 333)","(344, 333)","(375, 386)","(375, 292)"
"(360, 229)","(375, 260)","(375, 250)","(406, 240)","(360, 198)","(360, 250)","(406, 240)",,"(391, 323)","(360, 333)","(375, 375)","(391, 333)","(344, 333)","(375, 386)","(375, 292)"
"(360, 219)","(360, 229)","(375, 229)","(406, 240)","(375, 198)","(344, 240)","(297, 240)","(328, 187)","(406, 323)","(344, 333)","(375, 375)","(391, 323)","(344, 333)","(375, 386)","(375, 281)"
"(422, 146)","(375, 208)","(375, 229)","(406, 240)","(375, 198)","(360, 240)","(328, 177)",,"(391, 313)","(344, 333)","(375, 365)","(391, 313)","(344, 333)","(375, 386)","(375, 271)"
"(438, 156)","(391, 198)","(391, 208)","(438, 229)","(375, 292)","(375, 240)","(360, 302)","(360, 302)","(391, 313)","(344, 333)","(375, 375)","(406, 313)","(344, 333)","(375, 386)","(391, 271)"
"(360, 281)","(375, 260)","(391, 260)","(406, 229)","(375, 292)","(375, 271)","(360, 302)",,"(406, 313)","(344, 333)","(375, 386)","(406, 313)","(344, 333)","(375, 386)","(360, 229)"
"(297, 250)","(375, 260)","(391, 260)","(406, 229)","(375, 302)","(360, 271)","(360, 302)",,"(406, 313)","(344, 333)","(375, 365)","(406, 313)","(344, 333)","(375, 386)","(391, 292)"
"(422, 146)","(360, 198)","(375, 219)","(391, 229)",,"(328, 219)","(328, 166)",,"(406, 302)","(360, 333)","(375, 375)","(391, 302)","(344, 333)","(375, 386)","(375, 260)"
"(344, 260)","(375, 250)","(406, 240)","(406, 229)","(391, 208)","(360, 260)","(297, 250)","(328, 198)","(406, 302)","(344, 333)","(375, 386)","(406, 302)","(344, 333)","(375, 386)","(360, 219)"
"(422, 146)","(391, 198)","(391, 271)","(422, 208)",,"(375, 271)","(406, 208)",,"(406, 313)","(344, 333)","(375, 386)","(406, 313)","(344, 333)","(375, 396)","(391, 292)"
"(422, 146)","(375, 198)","(391, 219)","(406, 229)",,"(328, 208)","(313, 229)",,"(406, 292)","(360, 333)","(375, 386)","(391, 292)","(344, 323)","(375, 396)","(375, 250)"
"(438, 156)","(375, 187)","(344, 156)","(406, 219)",,"(360, 250)","(391, 229)",,"(391, 292)","(360, 333)","(375, 386)","(391, 292)","(344, 323)","(375, 396)","(360, 208)"
"(422, 146)","(360, 187)","(391, 198)","(406, 219)","(344, 146)","(328, 198)","(313, 208)","(328, 146)","(406, 292)","(360, 333)","(375, 386)","(391, 292)","(344, 323)","(375, 396)","(375, 240)"
"(344, 135)","(360, 187)","(375, 187)","(406, 219)",,"(313, 198)",,,"(406, 292)","(360, 333)","(375, 386)","(391, 292)","(344, 323)","(375, 396)","(375, 240)"
,"(360, 344)","(344, 344)","(375, 344)",,"(360, 344)","(360, 365)",,"(406, 292)","(375, 229)","(375, 386)","(391, 292)","(344, 323)","(375, 396)",
"(344, 125)","(360, 187)","(391, 208)","(406, 208)",,"(313, 187)","(297, 187)",,"(406, 281)","(360, 333)","(375, 386)","(391, 281)","(344, 323)","(375, 396)","(375, 250)"
"(344, 114)","(360, 177)","(391, 187)","(406, 208)",,"(313, 187)","(297, 208)",,"(406, 281)","(360, 333)","(375, 386)","(391, 281)","(344, 333)","(375, 396)","(375, 240)"
"(344, 114)","(360, 177)","(391, 187)","(406, 198)","(375, 187)","(313, 187)","(297, 208)",,"(406, 281)","(375, 333)","(375, 386)","(391, 281)","(344, 333)","(375, 396)","(375, 240)"
"(328, 146)","(344, 187)","(375, 198)","(406, 198)",,"(313, 187)","(297, 208)",,"(406, 281)","(375, 333)","(375, 386)","(391, 271)","(344, 323)","(375, 396)","(375, 240)"
"(344, 114)","(360, 166)","(328, 166)","(391, 187)",,"(328, 187)","(313, 198)",,"(406, 271)","(375, 333)","(375, 386)","(391, 271)","(344, 333)","(375, 396)","(391, 219)"
,"(344, 135)","(344, 114)","(281, 187)","(360, 208)","(391, 146)","(406, 187)","(391, 198)","(391, 271)","(360, 323)","(375, 386)","(406, 271)","(344, 323)","(375, 396)","(344, 177)"
"(344, 135)","(391, 229)","(375, 219)","(406, 187)","(391, 198)","(375, 219)","(391, 187)","(391, 198)","(406, 271)","(375, 333)","(375, 386)","(391, 271)","(344, 323)","(375, 386)","(375, 240)"
"(360, 83)","(344, 135)","(313, 146)","(281, 177)",,"(391, 135)","(391, 177)","(406, 187)","(313, 198)","(360, 323)","(375, 386)","(360, 198)","(344, 323)","(375, 396)","(344, 166)"
"(297, 166)","(344, 146)","(313, 135)","(297, 177)",,"(391, 135)","(391, 177)","(406, 187)","(391, 260)","(360, 323)","(375, 386)","(391, 250)","(344, 323)","(375, 386)","(344, 177)"
"(344, 83)","(360, 135)","(313, 156)","(297, 187)",,"(344, 166)","(328, 198)",,"(406, 260)","(375, 323)","(375, 396)","(391, 250)","(344, 323)","(375, 396)","(391, 198)"
"(344, 73)","(344, 125)","(313, 125)","(297, 166)",,"(391, 125)","(391, 166)","(406, 177)","(313, 187)","(375, 313)","(375, 386)","(360, 187)","(344, 323)","(375, 396)","(344, 156)"
"(344, 73)","(344, 125)","(313, 125)","(297, 166)","(313, 166)","(391, 125)","(406, 166)","(406, 177)","(391, 240)","(375, 313)","(375, 386)","(391, 240)","(344, 323)","(375, 386)","(360, 166)"
"(344, 73)","(344, 135)","(313, 135)",,,"(313, 156)","(391, 166)","(391, 166)","(391, 229)","(375, 313)","(375, 386)","(391, 229)","(360, 323)","(375, 386)","(375, 187)"
"(328, 73)","(360, 125)","(391, 125)","(391, 156)",,"(313, 135)",,,"(391, 229)","(375, 313)","(375, 375)","(391, 229)","(360, 313)","(375, 386)","(375, 177)"
"(344, 62)","(360, 114)","(375, 135)",,,"(313, 135)","(375, 146)",,"(391, 229)","(375, 313)","(391, 375)","(375, 229)","(360, 313)","(375, 386)","(375, 177)"
"(297, 104)","(360, 114)","(328, 104)","(297, 177)","(391, 208)","(391, 114)","(391, 166)","(391, 198)","(391, 229)","(375, 313)","(391, 354)","(391, 229)","(360, 313)","(375, 386)","(360, 166)"
"(313, 83)","(344, 114)","(328, 93)","(313, 177)","(391, 198)","(375, 114)","(391, 156)","(391, 198)","(375, 198)","(375, 302)","(391, 365)","(391, 198)","(360, 313)","(375, 375)","(360, 156)"
"(328, 73)","(344, 114)","(313, 114)","(313, 177)","(391, 198)","(375, 156)","(360, 187)","(391, 198)","(375, 208)","(375, 302)","(391, 365)","(391, 208)","(360, 313)","(375, 386)","(360, 166)"
"(313, 73)","(344, 104)","(344, 146)",,"(391, 198)","(391, 156)","(360, 187)","(391, 187)","(375, 208)","(375, 302)",,"(391, 208)","(360, 302)","(375, 386)","(360, 166)"
"(313, 73)","(344, 104)","(328, 104)","(375, 156)","(391, 187)","(360, 125)","(375, 156)","(391, 187)","(391, 208)","(375, 302)","(375, 375)","(391, 208)","(375, 302)","(375, 375)","(375, 166)"
"(297, 135)","(344, 104)","(297, 135)","(297, 177)","(391, 187)","(375, 146)","(391, 156)","(391, 187)","(360, 187)","(375, 302)",,"(391, 198)","(375, 302)","(375, 386)","(344, 146)"
"(297, 125)","(360, 93)","(313, 135)","(297, 177)","(391, 187)","(375, 146)","(391, 156)","(391, 187)","(375, 208)","(375, 302)",,"(391, 208)","(375, 302)","(375, 375)","(360, 166)"
"(313, 73)","(344, 104)","(313, 135)","(297, 177)","(391, 187)","(375, 146)","(391, 156)","(391, 187)","(360, 198)",,,"(375, 198)","(375, 302)","(375, 375)","(344, 156)"
"(328, 73)","(344, 104)","(313, 135)","(297, 177)","(391, 187)","(375, 114)","(391, 156)","(391, 187)","(360, 198)",,,"(391, 208)","(375, 292)","(375, 375)","(344, 146)"
"(313, 73)","(344, 114)","(313, 135)","(281, 177)","(391, 187)","(375, 125)","(391, 156)","(391, 187)","(360, 187)","(266, 281)",,"(375, 198)","(375, 292)","(375, 375)","(344, 146)"
"(328, 73)","(344, 114)","(313, 135)","(297, 187)","(391, 187)","(375, 135)","(391, 156)","(391, 187)","(375, 208)",,,"(391, 208)","(375, 292)","(375, 375)","(375, 177)"
"(313, 73)","(344, 114)","(328, 146)","(297, 187)","(391, 187)","(375, 146)","(391, 156)","(391, 187)","(375, 208)","(375, 292)",,"(391, 208)","(375, 292)","(375, 375)","(360, 177)"
"(313, 73)","(344, 135)","(313, 135)","(297, 177)","(391, 198)","(375, 146)","(391, 156)","(391, 187)","(375, 208)","(375, 292)",,"(391, 208)","(375, 292)","(375, 375)","(360, 177)"
"(297, 125)","(344, 135)","(313, 135)","(297, 187)","(391, 187)","(375, 156)","(391, 156)","(391, 187)","(375, 208)","(375, 292)",,"(391, 208)","(375, 292)","(375, 375)","(375, 177)"
"(313, 135)","(360, 93)","(313, 135)","(297, 177)","(391, 187)","(375, 146)","(391, 156)","(391, 187)","(360, 198)","(375, 292)",,"(391, 208)","(375, 292)","(375, 375)","(344, 146)"
"(313, 73)","(344, 135)","(297, 135)","(297, 177)","(391, 187)","(375, 156)","(391, 156)","(391, 187)","(375, 208)","(375, 292)",,"(391, 208)","(375, 292)","(375, 375)","(360, 166)"
"(313, 135)","(344, 135)","(313, 135)","(297, 177)","(391, 187)","(375, 156)","(391, 156)","(391, 187)","(375, 208)","(375, 292)",,"(391, 208)","(375, 292)","(375, 375)","(360, 166)"
"(313, 135)","(344, 135)","(328, 146)","(297, 177)","(391, 187)","(375, 156)","(391, 156)","(391, 187)","(375, 208)",,,"(391, 208)","(375, 292)","(375, 375)","(375, 177)"
"(313, 135)","(344, 135)","(313, 146)","(297, 177)","(391, 187)","(375, 156)","(391, 156)","(391, 187)","(375, 208)",,,"(391, 208)","(375, 292)","(375, 375)","(360, 166)"
"(313, 73)","(344, 125)","(313, 135)","(297, 177)","(391, 187)","(375, 146)","(391, 156)","(391, 187)","(360, 198)",,,"(391, 208)","(375, 292)","(375, 375)","(344, 156)"
"(313, 83)","(344, 125)","(328, 135)","(297, 187)","(391, 187)","(375, 146)","(391, 156)","(391, 187)","(375, 208)","(391, 292)",,"(391, 208)","(375, 292)","(375, 375)","(360, 166)"
"(313, 83)","(344, 125)","(360, 146)","(297, 187)","(391, 187)","(375, 156)","(391, 156)","(391, 187)","(375, 208)","(375, 302)",,"(391, 208)","(375, 302)","(375, 375)","(375, 177)"
