Head,Neck,Right Shoulder,Right Elbow,Right Wrist,Left Shoulder,Left Elbow,Left Wrist,Right Hip,Right Knee,Right Ankle,Left Hip,Left Knee,Left Ankle,Chest
"(406, 93)","(406, 135)","(391, 146)","(438, 187)","(453, 156)","(406, 146)","(344, 187)","(360, 166)","(406, 229)","(406, 292)","(391, 365)","(406, 229)","(406, 292)","(406, 354)","(406, 187)"
"(422, 93)","(406, 135)","(391, 146)","(438, 187)","(453, 156)","(406, 146)","(344, 187)","(360, 166)","(391, 229)","(406, 302)","(391, 365)","(391, 229)","(406, 292)","(406, 354)","(391, 198)"
"(422, 93)","(406, 135)","(391, 146)","(438, 187)","(469, 156)","(406, 146)","(422, 177)","(453, 166)","(391, 229)","(406, 302)","(391, 375)","(375, 229)","(406, 292)","(406, 354)","(391, 187)"
"(422, 104)","(406, 146)","(406, 156)","(453, 187)","(469, 156)","(406, 156)","(438, 177)","(469, 166)","(375, 240)","(406, 302)","(391, 375)","(375, 229)","(406, 302)","(406, 354)","(391, 198)"
"(438, 114)","(422, 156)","(406, 166)","(453, 198)","(469, 166)","(406, 166)","(438, 208)","(453, 166)","(360, 240)","(406, 302)","(406, 375)","(360, 240)","(406, 302)","(406, 365)","(391, 208)"
"(438, 135)","(422, 166)","(406, 177)","(453, 219)","(469, 187)","(406, 177)","(438, 208)","(453, 187)","(360, 250)","(422, 302)","(406, 375)","(360, 250)","(406, 302)","(391, 365)","(391, 219)"
"(438, 146)","(422, 187)","(422, 198)","(453, 229)","(469, 198)","(422, 198)","(438, 229)","(469, 187)","(360, 260)","(422, 313)","(391, 375)","(360, 260)","(406, 302)","(391, 354)","(391, 229)"
"(438, 156)","(422, 198)","(422, 208)","(453, 250)","(469, 208)","(422, 208)","(453, 240)","(469, 208)","(360, 271)","(422, 313)","(391, 375)","(360, 271)","(422, 313)","(391, 365)","(391, 240)"
"(438, 166)","(422, 208)","(422, 219)","(469, 260)","(469, 219)","(422, 219)","(453, 250)","(469, 198)","(360, 281)","(344, 344)",,"(360, 281)","(422, 313)","(391, 375)","(391, 250)"
"(438, 166)","(422, 208)","(422, 229)","(453, 260)","(469, 229)","(422, 219)","(453, 250)","(453, 219)","(360, 281)","(422, 313)","(391, 375)","(360, 281)","(422, 313)","(391, 375)","(391, 260)"
"(438, 166)","(422, 208)","(406, 219)","(453, 260)","(469, 219)","(406, 219)","(438, 250)","(469, 219)","(360, 281)","(422, 313)","(391, 375)","(360, 281)","(422, 313)","(391, 365)","(391, 250)"
"(438, 156)","(422, 198)","(422, 219)","(453, 250)","(469, 208)","(422, 208)","(438, 250)","(469, 208)","(360, 281)","(422, 313)","(391, 375)","(360, 271)","(406, 313)","(391, 354)","(391, 250)"
"(422, 146)","(422, 187)","(406, 198)","(453, 229)","(469, 198)","(406, 198)","(438, 240)","(453, 198)","(360, 271)","(422, 313)","(391, 375)","(360, 271)","(406, 313)","(375, 354)","(391, 240)"
"(438, 135)","(422, 177)","(406, 187)","(453, 219)","(469, 187)","(422, 187)","(438, 219)","(453, 187)","(360, 260)","(422, 313)","(391, 375)","(360, 250)","(406, 302)","(391, 365)","(391, 219)"
"(422, 114)","(406, 156)","(406, 166)","(453, 198)","(469, 166)","(406, 166)","(344, 208)","(375, 187)","(375, 250)","(422, 302)","(391, 375)","(375, 250)","(406, 302)","(391, 365)","(391, 208)"
"(422, 104)","(406, 146)","(406, 156)","(438, 187)","(469, 166)","(406, 156)","(422, 187)","(453, 166)","(375, 240)","(406, 302)","(391, 375)","(375, 240)","(406, 302)","(391, 365)","(391, 198)"
"(422, 93)","(406, 135)","(406, 156)","(438, 187)","(469, 177)","(406, 146)","(422, 187)","(453, 177)","(391, 229)","(406, 302)","(391, 375)","(375, 229)","(406, 302)","(406, 354)","(391, 187)"
"(422, 93)","(406, 135)","(406, 146)","(438, 187)","(469, 187)","(406, 146)","(406, 187)","(438, 187)","(391, 229)","(391, 302)","(391, 375)","(375, 229)","(406, 302)","(406, 354)","(391, 187)"
"(422, 93)","(406, 135)","(391, 146)","(422, 187)","(453, 208)","(406, 146)","(422, 187)","(453, 198)","(391, 229)","(391, 302)","(391, 375)","(391, 229)","(391, 302)","(391, 354)","(391, 187)"
"(422, 93)","(406, 135)","(391, 156)","(406, 198)","(453, 240)","(406, 146)","(406, 198)","(438, 229)","(406, 229)","(391, 302)","(391, 365)","(391, 229)","(391, 302)","(391, 354)","(406, 187)"
"(422, 93)","(406, 135)","(391, 146)","(406, 198)","(406, 250)","(422, 146)","(406, 187)","(453, 229)","(406, 229)","(391, 302)","(391, 375)","(438, 229)",,,"(406, 187)"
"(422, 93)","(406, 135)","(391, 156)","(375, 198)","(375, 250)","(406, 146)","(422, 187)","(453, 229)","(406, 240)","(391, 302)","(391, 375)","(422, 240)","(453, 302)",,"(406, 198)"
"(422, 93)","(406, 135)","(406, 146)","(375, 198)","(360, 240)","(406, 146)","(406, 187)","(406, 219)","(391, 229)","(391, 302)","(391, 375)","(406, 229)","(406, 302)","(406, 354)","(406, 187)"
,"(406, 135)","(406, 146)","(391, 198)","(375, 250)","(406, 146)","(406, 198)","(391, 250)","(391, 229)","(391, 302)","(391, 375)","(422, 229)","(391, 302)","(391, 365)","(406, 187)"
,"(406, 135)","(406, 146)","(406, 198)","(422, 250)","(406, 146)","(406, 198)","(406, 250)","(391, 229)","(391, 302)","(391, 375)","(406, 229)","(391, 302)","(391, 365)","(406, 187)"
"(422, 93)","(406, 135)","(406, 146)","(422, 198)","(453, 229)","(406, 146)","(406, 198)","(422, 229)","(391, 229)","(391, 302)","(391, 375)","(375, 229)","(391, 302)","(391, 354)","(391, 187)"
"(422, 93)","(406, 135)","(406, 156)","(422, 198)","(469, 208)","(391, 156)","(391, 187)","(391, 208)","(375, 229)","(391, 302)","(391, 365)","(375, 229)","(391, 292)","(391, 354)","(391, 187)"
"(422, 104)","(406, 146)","(406, 156)","(438, 198)","(469, 187)","(406, 156)","(422, 198)","(469, 187)","(375, 240)","(406, 302)","(391, 375)","(375, 240)","(406, 302)","(391, 365)","(391, 198)"
"(422, 114)","(406, 156)","(406, 166)","(438, 208)","(469, 177)","(406, 166)","(438, 198)","(453, 187)","(360, 250)","(406, 302)","(391, 375)","(360, 240)","(391, 302)","(391, 354)","(391, 208)"
"(438, 135)","(406, 166)","(406, 187)","(453, 219)","(469, 177)","(406, 187)","(438, 208)","(453, 187)","(360, 260)","(422, 313)","(391, 375)","(360, 250)","(391, 302)","(375, 354)","(391, 219)"
"(438, 146)","(422, 187)","(406, 198)","(453, 229)","(469, 198)","(406, 198)","(438, 229)","(453, 198)","(360, 260)","(422, 313)","(391, 375)","(360, 260)","(391, 313)","(375, 354)","(375, 229)"
"(438, 156)","(422, 198)","(406, 208)","(453, 240)","(469, 198)","(422, 208)","(453, 240)","(453, 198)","(344, 271)","(422, 313)","(391, 375)","(360, 271)","(422, 313)","(391, 365)","(375, 240)"
"(438, 166)","(422, 208)","(406, 219)","(453, 250)","(453, 208)","(422, 219)","(438, 250)","(453, 208)","(344, 281)","(344, 344)",,"(360, 281)","(422, 313)","(391, 375)","(391, 250)"
"(438, 166)","(422, 208)","(406, 219)","(453, 250)","(453, 208)","(422, 219)","(438, 250)","(453, 208)","(344, 281)","(360, 344)",,"(360, 281)","(422, 313)","(391, 375)","(391, 250)"
"(422, 156)","(422, 198)","(406, 208)","(453, 250)","(453, 208)","(422, 208)","(438, 250)","(453, 208)","(344, 271)","(422, 313)","(391, 375)","(360, 271)","(422, 313)","(391, 365)","(375, 240)"
"(422, 146)","(406, 187)","(406, 198)","(453, 229)","(469, 198)","(406, 198)","(438, 240)","(453, 198)","(360, 271)","(422, 313)","(391, 375)","(360, 271)","(406, 313)","(375, 354)","(375, 229)"
"(422, 125)","(406, 166)","(406, 177)","(438, 219)","(469, 187)","(406, 177)","(438, 208)",,"(360, 260)","(406, 302)","(391, 375)","(360, 250)","(406, 302)","(391, 365)","(375, 219)"
"(422, 114)","(406, 156)","(391, 166)","(422, 208)","(469, 198)","(391, 166)","(344, 198)","(360, 187)","(360, 250)","(406, 302)","(391, 375)","(360, 240)","(406, 302)","(391, 365)","(375, 208)"
"(422, 104)","(406, 146)","(391, 156)","(422, 198)","(469, 208)","(391, 156)","(344, 187)","(360, 177)","(375, 240)","(406, 302)","(391, 375)","(360, 240)","(406, 302)","(391, 365)","(391, 198)"
"(406, 93)","(406, 135)","(391, 156)","(406, 198)","(453, 229)","(391, 146)","(391, 198)","(422, 229)","(375, 229)","(391, 302)","(391, 375)","(375, 229)","(406, 302)","(391, 354)","(391, 198)"
"(406, 93)","(406, 135)","(391, 146)","(391, 198)","(422, 240)","(406, 146)","(406, 187)","(406, 229)","(391, 229)","(391, 302)","(391, 375)","(391, 229)","(391, 292)","(391, 354)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(391, 198)","(391, 250)","(422, 146)","(406, 187)","(453, 229)","(391, 229)","(391, 302)","(391, 375)","(422, 229)","(391, 302)","(391, 365)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(375, 198)","(360, 240)","(422, 146)","(406, 187)","(438, 229)","(391, 229)","(391, 302)","(391, 375)","(406, 229)","(391, 302)","(391, 365)","(406, 187)"
,"(406, 135)","(391, 146)","(375, 198)","(360, 240)","(422, 146)","(391, 187)","(453, 240)","(391, 229)","(391, 302)","(391, 375)","(406, 229)","(391, 302)","(391, 354)","(406, 187)"
,,,"(391, 198)","(375, 250)",,"(391, 198)","(406, 135)","(406, 240)","(391, 313)","(391, 375)","(453, 240)","(391, 313)","(391, 365)",
,,"(406, 146)","(391, 198)","(406, 250)",,"(406, 198)","(406, 240)","(391, 229)","(391, 302)","(391, 375)","(406, 229)","(391, 302)","(391, 354)",
"(422, 93)","(406, 135)","(391, 156)","(406, 198)","(438, 240)","(406, 156)","(406, 198)","(438, 240)","(375, 229)","(391, 302)","(391, 375)","(375, 229)","(391, 292)","(391, 354)","(391, 187)"
"(422, 104)","(406, 146)","(406, 156)","(422, 208)","(469, 219)","(406, 156)","(406, 198)","(453, 219)","(375, 240)","(391, 302)","(391, 375)","(360, 240)","(391, 302)","(391, 354)","(391, 198)"
"(422, 114)","(406, 156)","(406, 166)","(422, 208)","(469, 198)","(406, 166)","(422, 208)","(453, 208)","(360, 240)","(406, 302)","(391, 375)","(360, 240)","(406, 302)","(391, 365)","(391, 208)"
"(438, 125)","(406, 166)","(406, 177)","(438, 219)","(469, 198)","(391, 177)","(344, 208)","(360, 198)","(344, 250)","(406, 302)","(391, 375)","(360, 250)","(406, 302)","(391, 375)","(375, 219)"
"(438, 135)","(422, 177)","(406, 187)","(453, 229)","(469, 198)","(406, 187)","(438, 219)",,"(360, 260)","(406, 313)","(391, 375)","(360, 260)","(406, 313)","(391, 365)","(375, 229)"
"(438, 156)","(422, 187)","(406, 208)","(453, 240)","(469, 198)","(406, 198)","(438, 240)","(469, 198)","(344, 271)","(406, 313)","(391, 375)","(360, 271)","(406, 313)","(391, 375)","(375, 240)"
"(438, 166)","(422, 198)","(406, 208)","(453, 250)","(469, 208)","(422, 219)","(438, 250)","(469, 198)","(344, 271)","(422, 313)","(391, 375)","(360, 271)","(422, 313)","(391, 365)","(375, 250)"
"(438, 166)","(422, 208)","(406, 219)","(453, 250)","(469, 208)","(422, 219)","(438, 250)","(469, 208)","(344, 281)","(360, 344)","(391, 375)","(360, 281)","(422, 313)","(391, 375)","(391, 250)"
"(422, 166)","(422, 208)","(406, 219)","(453, 250)","(469, 208)","(422, 219)","(438, 250)","(453, 208)","(360, 281)","(360, 344)",,"(375, 281)","(422, 313)","(391, 375)","(391, 250)"
"(422, 156)","(422, 198)","(406, 208)","(453, 240)","(469, 198)","(422, 208)","(438, 250)","(453, 208)","(344, 271)","(422, 313)","(391, 375)","(360, 271)","(422, 313)","(391, 375)","(375, 240)"
"(422, 146)","(406, 187)","(406, 198)","(453, 229)","(469, 187)","(406, 198)","(438, 229)","(453, 198)","(360, 271)","(422, 313)","(391, 375)","(360, 260)","(406, 313)","(391, 365)","(375, 229)"
"(422, 125)","(406, 166)","(406, 187)","(453, 219)","(469, 177)","(406, 187)","(438, 219)","(469, 177)","(360, 260)","(422, 313)","(391, 375)","(360, 260)","(406, 313)","(375, 354)","(391, 219)"
"(422, 114)","(406, 156)","(406, 166)","(438, 198)","(469, 177)","(406, 166)","(422, 198)",,"(360, 250)","(406, 302)","(391, 375)","(360, 250)","(406, 302)","(391, 365)","(375, 208)"
"(422, 104)","(406, 146)","(391, 156)","(422, 198)","(469, 187)","(391, 156)","(344, 198)","(360, 187)","(375, 240)","(406, 302)","(391, 375)","(360, 240)","(406, 302)","(391, 365)","(391, 198)"
,"(406, 166)","(391, 156)","(422, 187)","(406, 135)","(406, 156)","(422, 198)","(406, 135)","(375, 240)","(406, 302)","(391, 375)","(375, 229)","(406, 302)","(391, 365)","(391, 198)"
"(406, 93)","(406, 135)","(391, 146)","(406, 198)","(453, 219)","(406, 146)","(406, 187)","(438, 219)","(391, 229)","(391, 302)","(391, 375)","(375, 229)","(391, 302)","(391, 365)","(391, 187)"
"(406, 93)","(406, 135)","(391, 146)","(406, 198)","(422, 240)","(406, 146)","(406, 187)","(406, 229)","(391, 229)","(391, 302)","(391, 375)","(391, 229)","(391, 292)","(391, 354)","(391, 187)"
,,"(391, 146)","(391, 198)","(391, 250)","(422, 146)","(406, 198)","(406, 135)","(391, 229)","(391, 302)","(391, 375)","(406, 229)","(406, 302)","(391, 354)","(406, 187)"
,,"(406, 146)","(375, 198)","(360, 250)",,"(375, 198)","(406, 135)","(391, 229)","(391, 302)","(391, 365)","(438, 229)","(391, 302)",,
,"(406, 135)","(391, 146)","(375, 198)","(360, 240)","(406, 146)","(406, 187)","(453, 229)","(391, 229)","(391, 302)","(391, 375)","(406, 229)","(391, 302)","(391, 354)","(406, 187)"
,,,"(391, 187)","(375, 250)",,"(391, 198)","(406, 135)","(391, 229)","(391, 302)","(391, 375)","(422, 229)","(391, 302)","(391, 365)",
,,"(391, 146)","(391, 198)","(406, 250)","(406, 146)","(406, 198)","(406, 250)","(391, 229)","(391, 302)","(391, 375)","(406, 229)","(391, 302)","(391, 365)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(406, 198)","(438, 240)","(406, 146)","(406, 198)","(422, 229)","(391, 229)","(391, 302)","(391, 375)","(391, 229)","(391, 302)","(391, 354)","(391, 187)"
,,,"(406, 198)","(406, 146)",,"(422, 198)","(406, 146)","(375, 229)","(391, 302)","(391, 375)","(375, 229)","(391, 302)","(391, 365)","(391, 198)"
"(406, 104)","(406, 146)","(391, 156)","(422, 198)","(469, 208)","(406, 156)","(406, 198)","(406, 146)","(375, 240)","(391, 302)","(391, 375)","(360, 240)","(391, 302)","(391, 365)","(391, 198)"
"(422, 114)","(406, 156)","(406, 166)","(438, 198)","(469, 187)","(406, 166)","(438, 198)",,"(360, 240)","(406, 302)","(391, 375)","(360, 240)","(406, 302)","(391, 365)","(375, 208)"
"(422, 125)","(406, 166)","(406, 177)","(438, 208)","(469, 187)","(406, 177)","(438, 208)",,"(360, 250)","(406, 302)","(391, 375)","(360, 250)","(406, 302)","(391, 365)","(375, 219)"
"(422, 135)","(406, 177)","(406, 187)","(453, 219)","(469, 187)","(406, 187)","(438, 219)","(469, 198)","(360, 260)","(406, 313)","(391, 375)","(360, 260)","(406, 313)","(391, 365)","(375, 229)"
"(422, 146)","(406, 187)","(406, 198)","(453, 240)","(469, 198)","(406, 198)","(438, 229)","(469, 198)","(344, 271)","(406, 313)","(391, 375)","(360, 271)","(406, 313)","(391, 375)","(375, 240)"
"(422, 166)","(406, 198)","(406, 219)","(453, 250)","(469, 208)","(422, 208)","(438, 250)","(453, 208)","(344, 281)","(344, 344)","(391, 375)","(360, 281)","(422, 313)","(391, 375)","(375, 250)"
"(422, 166)","(422, 208)","(406, 219)","(453, 260)","(453, 208)","(422, 219)","(438, 250)","(453, 208)","(360, 281)","(360, 344)",,"(375, 281)","(422, 313)","(391, 375)","(391, 250)"
"(422, 166)","(406, 208)","(406, 219)","(453, 250)","(453, 208)","(406, 219)","(438, 250)","(453, 208)","(360, 281)","(360, 344)",,"(360, 281)","(422, 313)","(391, 375)","(375, 250)"
"(422, 156)","(406, 198)","(406, 208)","(453, 240)","(469, 198)","(422, 208)","(438, 250)","(469, 198)","(360, 281)","(422, 313)","(391, 375)","(360, 281)","(422, 313)","(391, 375)","(391, 250)"
"(422, 146)","(406, 187)","(406, 198)","(453, 219)","(469, 198)","(406, 198)","(453, 229)",,"(360, 271)","(422, 313)","(391, 375)","(360, 260)","(406, 313)","(391, 365)","(375, 229)"
"(422, 125)","(406, 166)","(406, 177)","(438, 208)","(453, 198)","(391, 177)","(344, 198)","(360, 187)","(360, 250)","(406, 302)","(391, 375)","(360, 250)","(406, 302)","(391, 365)","(375, 219)"
"(406, 114)","(406, 156)","(391, 166)","(438, 198)","(469, 198)","(406, 166)","(391, 198)","(391, 229)","(360, 240)","(406, 302)","(391, 375)","(360, 240)","(406, 302)","(391, 365)","(391, 208)"
"(406, 104)","(406, 146)","(391, 156)","(422, 198)","(406, 146)","(406, 156)","(422, 198)","(406, 146)","(375, 240)","(406, 302)","(391, 375)","(375, 240)","(406, 302)","(391, 365)","(391, 198)"
"(406, 93)","(406, 135)","(391, 146)","(406, 198)","(406, 135)","(406, 146)","(406, 198)","(406, 135)","(375, 229)","(391, 302)","(391, 375)","(375, 229)","(391, 302)","(391, 365)","(391, 198)"
"(406, 93)","(406, 135)","(391, 146)","(391, 198)","(422, 240)","(406, 146)","(406, 198)","(422, 240)","(391, 229)","(391, 302)","(391, 365)","(391, 229)","(391, 292)","(391, 354)","(391, 187)"
,"(406, 135)","(391, 146)","(391, 198)","(406, 135)","(406, 146)","(406, 198)","(469, 229)","(391, 229)","(391, 302)","(391, 365)","(422, 229)","(391, 302)","(391, 354)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(375, 198)","(375, 250)","(422, 146)","(406, 187)","(453, 229)","(391, 229)","(391, 302)","(391, 365)","(438, 229)","(453, 292)",,"(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(391, 198)","(375, 250)","(406, 146)","(391, 198)","(375, 240)","(391, 229)","(391, 313)","(391, 375)","(406, 229)","(391, 302)","(391, 365)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(391, 198)","(406, 250)","(406, 146)","(406, 198)","(406, 240)","(391, 240)","(391, 302)","(391, 375)","(391, 240)","(391, 302)","(391, 365)","(406, 198)"
"(422, 93)","(406, 135)","(391, 146)","(406, 198)","(438, 240)","(406, 146)","(406, 198)","(422, 229)","(391, 229)","(391, 302)","(391, 375)","(375, 229)","(391, 292)","(391, 354)","(391, 187)"
"(422, 93)","(406, 135)","(391, 156)","(422, 198)","(453, 219)","(406, 146)","(406, 187)","(453, 219)","(375, 240)","(391, 302)","(391, 375)","(375, 229)","(406, 302)","(406, 354)","(391, 198)"
"(422, 104)","(406, 146)","(406, 156)","(422, 198)","(469, 208)","(406, 156)","(406, 198)","(438, 198)","(375, 240)","(406, 302)","(391, 365)","(375, 240)","(406, 302)","(391, 365)","(391, 198)"
"(422, 114)","(406, 156)","(406, 166)","(438, 208)","(469, 187)","(422, 166)","(438, 198)","(391, 229)","(360, 250)","(406, 302)","(391, 375)","(360, 250)","(406, 302)","(391, 365)","(391, 208)"
"(438, 135)","(406, 177)","(406, 187)","(438, 219)","(469, 198)","(406, 187)","(453, 219)",,"(360, 260)","(406, 313)","(391, 375)","(360, 250)","(406, 313)","(391, 365)","(391, 219)"
"(438, 146)","(422, 187)","(406, 198)","(453, 229)","(469, 198)","(406, 198)","(438, 229)","(469, 187)","(360, 260)","(422, 313)","(391, 375)","(360, 260)","(406, 313)","(391, 365)","(375, 229)"
"(438, 156)","(422, 198)","(406, 208)","(453, 240)","(469, 198)","(406, 208)","(453, 240)","(469, 198)","(344, 271)","(422, 313)","(391, 375)","(360, 271)","(422, 313)","(391, 365)","(375, 240)"
"(438, 166)","(422, 208)","(406, 219)","(453, 250)","(469, 208)","(422, 219)","(438, 250)","(469, 208)","(360, 281)","(360, 344)",,"(375, 281)","(422, 313)","(391, 375)","(391, 250)"
"(438, 177)","(422, 208)","(406, 219)","(453, 250)","(453, 208)","(422, 229)","(453, 260)","(453, 208)","(360, 281)","(360, 344)",,"(375, 281)","(422, 313)","(391, 375)","(391, 260)"
"(438, 166)","(422, 208)","(406, 219)","(453, 250)","(453, 208)","(422, 219)","(453, 250)","(453, 208)","(344, 281)","(422, 313)","(391, 375)","(360, 281)","(422, 313)","(391, 375)","(391, 260)"
"(422, 166)","(422, 208)","(406, 219)","(453, 250)","(469, 208)","(422, 219)","(438, 250)","(453, 208)","(360, 281)","(422, 313)","(391, 375)","(360, 281)","(422, 313)","(391, 375)","(391, 250)"
"(422, 156)","(406, 198)","(406, 208)","(453, 240)","(469, 198)","(422, 208)","(438, 240)","(469, 198)","(360, 271)","(422, 313)","(391, 375)","(360, 271)","(406, 313)","(391, 365)","(391, 240)"
"(422, 135)","(406, 177)","(406, 187)","(453, 219)","(469, 198)","(406, 187)","(453, 219)",,"(360, 260)","(422, 313)","(391, 375)","(360, 260)","(406, 313)","(391, 365)","(375, 229)"
"(422, 125)","(406, 166)","(406, 177)","(438, 208)","(469, 208)","(406, 177)","(391, 208)","(360, 187)","(360, 250)","(406, 302)","(391, 375)","(360, 250)","(406, 302)","(391, 365)","(391, 219)"
"(422, 104)","(406, 146)","(406, 166)","(422, 208)","(469, 208)","(391, 166)","(344, 198)","(344, 198)","(375, 240)","(406, 302)","(391, 375)","(360, 240)","(406, 302)","(391, 365)","(391, 208)"
"(422, 93)","(406, 135)","(406, 156)","(422, 198)","(453, 219)","(406, 156)","(406, 198)","(453, 219)","(375, 240)","(406, 302)","(391, 375)","(375, 240)","(406, 302)","(406, 354)","(391, 198)"
"(406, 93)","(406, 135)","(391, 156)","(406, 198)","(438, 240)","(406, 146)","(406, 198)","(438, 229)","(391, 229)","(391, 302)","(391, 375)","(375, 229)","(391, 302)","(406, 354)","(391, 187)"
"(406, 93)","(406, 135)","(391, 146)","(391, 198)","(422, 250)","(406, 146)","(406, 198)","(406, 240)","(391, 229)","(391, 302)","(391, 375)","(391, 229)","(391, 302)","(391, 354)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(391, 198)","(391, 250)","(422, 146)","(406, 187)","(453, 229)","(391, 229)","(391, 302)","(391, 375)","(422, 229)","(391, 302)","(391, 354)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(375, 198)","(375, 250)","(406, 146)","(406, 187)","(453, 229)","(391, 229)","(391, 302)","(391, 375)","(422, 229)","(391, 302)","(391, 365)","(406, 187)"
,,"(406, 156)","(391, 198)","(375, 250)",,"(391, 198)","(406, 135)","(406, 240)","(391, 313)","(391, 375)","(422, 229)","(391, 313)","(391, 365)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(391, 198)","(391, 250)","(406, 146)","(406, 187)","(391, 250)","(391, 229)","(391, 313)","(391, 375)","(422, 229)","(391, 313)","(391, 354)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(406, 198)","(422, 250)","(406, 146)","(406, 198)","(406, 240)","(391, 240)","(391, 302)","(391, 365)","(391, 229)","(391, 302)","(391, 365)","(406, 187)"
"(406, 93)","(406, 135)","(391, 146)","(406, 198)","(438, 240)","(406, 146)","(406, 198)","(438, 229)","(391, 229)","(391, 302)","(391, 375)","(375, 229)","(391, 292)","(391, 354)","(391, 187)"
"(406, 93)","(406, 135)","(406, 156)","(422, 198)","(469, 219)","(406, 156)","(406, 198)","(469, 219)","(375, 240)","(391, 302)","(391, 375)","(375, 240)","(391, 302)","(391, 354)","(391, 198)"
"(422, 114)","(406, 156)","(406, 166)","(438, 208)","(469, 198)","(406, 166)","(391, 208)","(391, 219)","(360, 240)","(406, 302)","(391, 375)","(360, 240)","(406, 302)","(391, 365)","(375, 208)"
"(422, 125)","(406, 166)","(406, 177)","(438, 219)","(469, 187)","(406, 177)","(438, 208)","(453, 198)","(360, 250)","(406, 302)","(391, 375)","(360, 250)","(406, 302)","(391, 365)","(375, 219)"
"(422, 135)","(406, 177)","(406, 187)","(453, 229)","(469, 198)","(406, 187)","(438, 219)","(453, 198)","(360, 260)","(406, 313)","(391, 375)","(360, 260)","(406, 313)","(391, 365)","(375, 229)"
"(422, 156)","(406, 198)","(406, 208)","(453, 240)","(469, 198)","(422, 208)","(438, 240)","(453, 198)","(344, 271)","(406, 313)","(391, 375)","(360, 271)","(406, 313)","(391, 375)","(375, 240)"
"(422, 166)","(422, 208)","(406, 219)","(453, 250)","(469, 208)","(422, 219)","(438, 250)","(453, 208)","(360, 281)","(360, 333)",,"(360, 281)","(422, 313)","(391, 375)","(375, 250)"
"(422, 166)","(406, 208)","(406, 219)","(453, 250)","(453, 208)","(422, 219)","(438, 250)","(453, 208)","(360, 281)","(422, 313)","(391, 375)","(360, 281)","(422, 313)","(391, 375)","(375, 250)"
"(422, 166)","(406, 208)","(406, 219)","(453, 250)","(453, 208)","(422, 219)","(453, 250)","(453, 208)","(344, 281)","(375, 333)","(391, 375)","(375, 281)","(422, 313)","(391, 375)","(391, 250)"
"(422, 156)","(406, 198)","(406, 208)","(453, 240)","(453, 198)","(422, 208)","(453, 240)","(453, 198)","(360, 281)","(422, 313)","(391, 375)","(375, 271)","(422, 313)","(391, 375)","(391, 240)"
