Head,Neck,Right Shoulder,Right Elbow,Right Wrist,Left Shoulder,Left Elbow,Left Wrist,Right Hip,Right Knee,Right Ankle,Left Hip,Left Knee,Left Ankle,Chest
"(391, 83)","(375, 125)","(375, 146)","(391, 187)","(422, 229)","(375, 146)","(375, 187)","(406, 219)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(360, 302)","(375, 375)","(375, 187)"
"(375, 83)","(375, 125)","(360, 146)","(375, 187)","(391, 229)","(406, 146)","(406, 177)","(438, 219)","(360, 229)","(360, 313)","(375, 386)","(406, 229)","(360, 302)","(375, 375)","(391, 187)"
"(391, 83)","(375, 125)","(360, 146)","(344, 187)","(360, 240)","(406, 146)","(391, 187)","(375, 229)","(360, 229)","(360, 313)","(375, 386)","(375, 229)","(360, 302)","(375, 375)","(375, 187)"
"(391, 83)","(375, 125)","(360, 146)","(344, 187)","(328, 229)","(391, 146)","(391, 177)","(391, 208)","(360, 219)","(360, 302)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(360, 146)","(344, 177)","(328, 229)","(391, 146)","(391, 177)","(391, 208)","(360, 219)","(360, 302)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(360, 135)","(328, 177)","(313, 219)","(391, 146)","(375, 177)","(391, 208)","(360, 219)","(360, 302)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(360, 135)","(328, 166)","(313, 208)","(391, 146)","(375, 177)","(391, 208)","(360, 219)","(360, 302)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(360, 135)","(328, 166)","(297, 198)","(391, 135)","(360, 166)","(391, 208)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(360, 135)","(328, 177)","(297, 198)","(391, 135)","(360, 166)","(297, 198)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(360, 135)","(328, 166)","(297, 187)","(391, 135)","(360, 166)","(391, 198)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(360, 135)","(328, 166)","(297, 187)","(391, 135)","(360, 166)","(297, 187)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(360, 135)","(328, 166)","(297, 198)","(391, 135)","(360, 166)","(391, 198)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(360, 135)","(328, 166)","(297, 198)","(391, 135)","(360, 166)","(297, 198)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(360, 135)","(328, 177)","(313, 208)","(391, 146)","(375, 177)","(391, 208)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(360, 135)","(344, 177)","(313, 219)","(391, 146)","(375, 177)","(391, 208)","(360, 219)","(375, 292)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(360, 135)","(344, 177)","(328, 219)","(391, 146)","(375, 177)","(391, 208)","(360, 219)","(375, 292)","(375, 386)","(375, 219)","(375, 292)","(375, 365)","(375, 177)"
"(391, 83)","(375, 125)","(360, 146)","(344, 187)","(344, 229)","(391, 146)","(391, 177)","(391, 208)","(360, 219)","(360, 302)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(360, 146)","(344, 187)","(344, 229)","(391, 146)","(391, 177)","(391, 208)","(360, 219)","(375, 292)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(360, 146)","(360, 187)","(375, 240)","(406, 146)","(391, 187)","(375, 240)","(360, 229)","(360, 302)","(375, 386)","(391, 229)","(360, 302)","(375, 375)","(375, 187)"
"(391, 83)","(375, 125)","(360, 146)","(391, 187)","(391, 229)","(375, 146)","(375, 187)","(391, 229)","(375, 229)","(360, 302)","(375, 386)","(360, 229)","(360, 302)","(375, 375)","(375, 187)"
"(391, 83)","(375, 125)","(375, 146)","(391, 187)","(422, 219)","(375, 135)","(375, 177)","(406, 208)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(375, 146)","(406, 177)","(438, 208)","(375, 135)","(375, 177)","(406, 208)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 292)","(375, 375)","(375, 177)"
"(375, 83)","(375, 125)","(360, 135)","(406, 166)","(438, 177)","(375, 135)","(406, 177)","(438, 177)","(375, 219)","(360, 302)","(375, 386)","(375, 208)","(375, 292)","(375, 375)","(375, 177)"
"(375, 83)","(375, 125)","(375, 135)","(406, 166)","(438, 166)","(360, 135)","(375, 166)","(422, 166)","(360, 208)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(360, 177)"
"(375, 83)","(375, 125)","(375, 135)","(406, 166)","(469, 187)","(360, 135)","(375, 166)","(453, 187)","(360, 208)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(360, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 166)","(469, 177)","(360, 135)","(391, 166)","(453, 177)","(360, 219)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(360, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 156)","(469, 166)","(360, 135)","(406, 166)","(453, 166)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 292)","(375, 375)","(360, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 156)","(469, 156)","(375, 135)","(422, 166)","(453, 166)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 292)","(375, 375)","(360, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 156)","(469, 156)","(375, 135)","(422, 156)","(453, 156)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 292)","(375, 375)","(375, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 146)","(469, 146)","(375, 135)","(422, 156)","(453, 156)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 292)","(375, 375)","(375, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 146)","(469, 146)","(375, 135)","(422, 156)","(469, 146)","(360, 208)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(375, 177)"
"(375, 83)","(375, 125)","(375, 135)","(406, 146)","(469, 146)","(375, 135)","(422, 156)","(469, 146)","(360, 208)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(375, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 146)","(485, 146)","(375, 135)","(422, 156)","(469, 146)","(360, 208)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(375, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 146)","(485, 146)","(375, 135)","(422, 156)","(469, 146)","(360, 208)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(375, 135)","(422, 146)","(469, 156)","(375, 135)","(422, 156)","(469, 156)","(360, 208)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(375, 135)","(422, 146)","(469, 156)","(375, 135)","(422, 156)","(469, 156)","(360, 219)","(360, 302)","(375, 386)","(360, 208)","(375, 292)","(375, 375)","(375, 177)"
"(375, 83)","(375, 125)","(375, 135)","(422, 146)","(469, 166)","(375, 135)","(422, 166)","(469, 166)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(375, 135)","(438, 156)","(469, 177)","(375, 135)","(422, 177)","(469, 177)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 292)","(375, 375)","(360, 177)"
"(391, 83)","(375, 125)","(375, 135)","(422, 156)","(469, 187)","(360, 135)","(406, 177)","(469, 198)","(360, 219)","(360, 302)","(375, 386)","(360, 219)","(360, 302)","(375, 375)","(360, 177)"
"(391, 83)","(375, 125)","(375, 135)","(422, 156)","(453, 177)","(360, 135)","(406, 177)","(469, 208)","(375, 219)","(360, 302)","(375, 386)","(360, 219)","(360, 302)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(375, 135)","(422, 166)","(453, 219)","(360, 135)","(391, 177)","(453, 208)","(375, 219)","(360, 302)","(375, 386)","(360, 219)","(375, 302)","(375, 375)","(375, 177)"
"(391, 83)","(375, 125)","(375, 135)","(422, 166)","(469, 208)","(375, 135)","(391, 177)","(453, 208)","(375, 229)","(360, 302)","(375, 386)","(375, 229)","(360, 302)","(375, 375)","(375, 187)"
"(391, 83)","(375, 125)","(375, 135)","(406, 177)","(453, 208)","(375, 135)","(391, 177)","(438, 208)","(375, 219)","(360, 302)","(375, 386)","(360, 219)","(360, 302)","(375, 386)","(375, 177)"
"(391, 83)","(375, 125)","(375, 135)","(406, 177)","(438, 219)","(375, 135)","(406, 177)","(438, 219)","(375, 219)","(360, 302)","(375, 386)","(360, 219)","(360, 302)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(375, 135)","(391, 177)","(438, 198)","(391, 135)","(406, 177)","(406, 219)","(375, 219)","(360, 302)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(375, 146)","(391, 187)","(406, 219)","(391, 146)","(375, 187)","(406, 219)","(375, 219)","(360, 302)","(375, 386)","(375, 219)","(360, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 146)","(375, 187)","(391, 229)","(391, 146)","(391, 187)","(391, 229)","(375, 240)","(360, 313)","(375, 386)","(375, 229)","(375, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(360, 146)","(360, 187)","(375, 229)","(406, 146)","(391, 187)","(375, 240)","(360, 229)","(360, 313)","(375, 386)","(375, 240)","(360, 313)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 146)","(360, 187)","(360, 219)","(391, 146)","(375, 187)","(375, 219)","(375, 219)","(375, 281)","(375, 386)","(375, 219)","(375, 281)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 146)","(344, 187)","(344, 219)","(391, 146)","(375, 177)","(375, 208)","(360, 219)","(375, 292)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(344, 219)","(391, 135)","(375, 177)","(375, 208)","(360, 219)","(375, 292)","(375, 386)","(375, 219)","(375, 292)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 219)","(391, 135)","(391, 177)","(375, 219)","(360, 229)","(375, 302)","(375, 386)","(375, 229)","(375, 302)","(375, 375)","(375, 187)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 219)","(406, 135)","(391, 177)","(391, 208)","(360, 219)","(360, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 208)","(391, 135)","(391, 177)","(391, 219)","(360, 219)","(375, 302)","(360, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 208)","(391, 135)","(391, 177)","(391, 208)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 208)","(391, 135)","(391, 177)","(406, 219)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 208)","(406, 135)","(391, 177)","(406, 219)","(375, 219)","(375, 302)","(375, 386)","(391, 219)","(375, 302)","(375, 365)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 208)","(406, 135)","(406, 177)","(406, 219)","(375, 219)","(375, 302)","(375, 386)","(391, 219)","(375, 302)","(375, 365)","(391, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 219)","(406, 135)","(391, 177)","(406, 219)","(375, 219)","(375, 302)","(375, 386)","(391, 219)","(375, 302)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 219)","(391, 135)","(391, 177)","(391, 198)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 135)","(344, 177)","(328, 219)","(391, 146)","(391, 187)","(375, 219)","(360, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(406, 83)","(391, 125)","(375, 146)","(344, 187)","(313, 219)","(391, 146)","(375, 187)","(375, 219)","(375, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 146)","(344, 177)","(328, 229)","(391, 146)","(391, 187)","(391, 219)","(360, 229)","(375, 302)","(375, 386)","(375, 229)","(375, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 146)","(344, 187)","(328, 229)","(391, 146)","(391, 187)","(391, 219)","(360, 229)","(375, 302)","(375, 386)","(375, 229)","(375, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 146)","(344, 187)","(328, 219)","(391, 146)","(375, 177)","(391, 219)","(375, 229)","(375, 302)","(375, 386)","(375, 229)","(375, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 146)","(328, 177)","(328, 219)","(391, 146)","(375, 177)","(391, 208)","(375, 229)","(375, 302)","(375, 386)","(375, 229)","(375, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 146)","(328, 177)","(328, 219)","(391, 146)","(375, 177)","(391, 208)","(375, 229)","(375, 302)","(375, 386)","(375, 229)","(375, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 146)","(344, 166)","(313, 208)","(391, 135)","(360, 177)","(391, 208)","(375, 229)","(375, 302)","(375, 386)","(375, 229)","(375, 302)","(375, 375)","(375, 187)"
"(391, 83)","(391, 125)","(375, 135)","(344, 177)","(328, 208)","(391, 135)","(360, 177)",,"(375, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 208)","(391, 135)","(360, 166)",,"(375, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
"(391, 83)","(391, 125)","(375, 135)","(344, 177)","(313, 208)","(391, 135)","(360, 177)","(375, 208)","(375, 219)","(375, 302)","(375, 386)","(375, 219)","(375, 302)","(375, 375)","(375, 177)"
