,Head x,Neck x,Right Shoulder x,Right Elbow x,Right Wrist x,Left Shoulder x,Left Elbow x,Left Wrist x,Right Hip x,Right Knee x,Right Ankle x,Left Hip x,Left Knee x,Left Ankle x,Chest x,Head y,Neck y,Right Shoulder y,Right Elbow y,Right Wrist y,Left Shoulder y,Left Elbow y,Left Wrist y,Right Hip y,Right Knee y,Right Ankle y,Left Hip y,Left Knee y,Left Ankle y,Chest y
0,360.0,360.0,360.0,375.0,391.0,344.0,360.0,391.0,360.0,360.0,328.0,344.0,344.0,328.0,344.0,73.0,125.0,135.0,177.0,146.0,135.0,166.0,135.0,208.0,271.0,333.0,208.0,271.0,323.0,166.0
1,360.0,360.0,360.0,375.0,391.0,344.0,360.0,391.0,360.0,360.0,328.0,344.0,344.0,328.0,360.0,73.0,125.0,135.0,177.0,146.0,135.0,166.0,146.0,208.0,271.0,323.0,208.0,271.0,323.0,177.0
2,360.0,360.0,360.0,375.0,406.0,344.0,360.0,391.0,360.0,360.0,328.0,344.0,344.0,328.0,360.0,73.0,125.0,135.0,177.0,187.0,135.0,166.0,146.0,219.0,281.0,323.0,219.0,281.0,323.0,177.0
3,360.0,360.0,360.0,375.0,406.0,344.0,360.0,391.0,360.0,360.0,328.0,344.0,344.0,328.0,360.0,73.0,125.0,135.0,177.0,187.0,135.0,166.0,146.0,219.0,281.0,323.0,219.0,292.0,333.0,177.0
4,360.0,360.0,360.0,375.0,406.0,344.0,360.0,391.0,360.0,360.0,328.0,344.0,344.0,328.0,360.0,73.0,125.0,135.0,177.0,187.0,135.0,166.0,146.0,219.0,281.0,323.0,219.0,292.0,333.0,177.0
5,375.0,360.0,360.0,375.0,391.0,344.0,360.0,391.0,360.0,360.0,328.0,344.0,344.0,328.0,360.0,73.0,125.0,135.0,177.0,146.0,135.0,166.0,146.0,208.0,281.0,323.0,208.0,271.0,333.0,177.0
6,375.0,360.0,360.0,375.0,391.0,344.0,360.0,391.0,360.0,360.0,328.0,344.0,344.0,328.0,360.0,83.0,125.0,135.0,177.0,156.0,135.0,166.0,146.0,219.0,281.0,323.0,219.0,271.0,333.0,177.0
7,375.0,360.0,360.0,391.0,391.0,344.0,360.0,391.0,344.0,344.0,344.0,344.0,344.0,360.0,360.0,73.0,125.0,135.0,177.0,156.0,135.0,166.0,146.0,219.0,302.0,386.0,219.0,292.0,365.0,177.0
8,375.0,360.0,360.0,391.0,391.0,360.0,360.0,391.0,344.0,360.0,344.0,344.0,344.0,360.0,360.0,73.0,125.0,135.0,177.0,146.0,135.0,166.0,146.0,219.0,292.0,386.0,219.0,292.0,365.0,177.0
9,375.0,360.0,360.0,391.0,391.0,360.0,360.0,391.0,344.0,360.0,344.0,344.0,344.0,360.0,360.0,83.0,125.0,135.0,177.0,146.0,125.0,156.0,146.0,208.0,292.0,375.0,208.0,292.0,365.0,177.0
10,375.0,360.0,360.0,391.0,391.0,360.0,360.0,391.0,360.0,360.0,344.0,344.0,344.0,344.0,360.0,83.0,125.0,135.0,177.0,146.0,125.0,156.0,146.0,208.0,281.0,386.0,208.0,292.0,375.0,166.0
11,375.0,360.0,375.0,391.0,406.0,360.0,360.0,391.0,344.0,360.0,344.0,344.0,360.0,360.0,360.0,83.0,125.0,135.0,177.0,146.0,135.0,166.0,146.0,219.0,292.0,386.0,219.0,292.0,365.0,177.0
12,375.0,360.0,375.0,391.0,406.0,360.0,360.0,391.0,344.0,360.0,344.0,344.0,360.0,360.0,360.0,83.0,125.0,135.0,166.0,146.0,135.0,156.0,146.0,219.0,292.0,375.0,219.0,292.0,365.0,177.0
13,375.0,375.0,375.0,391.0,406.0,360.0,375.0,391.0,344.0,360.0,344.0,328.0,360.0,360.0,360.0,83.0,125.0,135.0,166.0,146.0,135.0,166.0,146.0,219.0,292.0,375.0,219.0,292.0,365.0,177.0
14,375.0,375.0,360.0,391.0,406.0,360.0,375.0,391.0,344.0,360.0,344.0,344.0,360.0,360.0,360.0,83.0,125.0,135.0,177.0,146.0,135.0,177.0,146.0,219.0,292.0,375.0,219.0,292.0,365.0,177.0
15,375.0,375.0,375.0,391.0,406.0,360.0,360.0,391.0,344.0,360.0,344.0,328.0,360.0,360.0,360.0,83.0,125.0,135.0,166.0,146.0,135.0,166.0,146.0,219.0,302.0,375.0,219.0,292.0,365.0,177.0
16,391.0,375.0,375.0,391.0,406.0,360.0,360.0,391.0,344.0,360.0,344.0,328.0,360.0,360.0,360.0,83.0,125.0,135.0,166.0,146.0,135.0,166.0,146.0,219.0,302.0,375.0,219.0,292.0,365.0,177.0
17,391.0,375.0,375.0,391.0,422.0,360.0,360.0,391.0,344.0,360.0,344.0,328.0,360.0,360.0,360.0,83.0,125.0,135.0,166.0,156.0,135.0,166.0,146.0,219.0,302.0,375.0,219.0,302.0,375.0,177.0
18,391.0,375.0,375.0,391.0,422.0,360.0,360.0,406.0,344.0,360.0,344.0,328.0,360.0,360.0,360.0,83.0,125.0,135.0,166.0,156.0,135.0,166.0,156.0,229.0,302.0,386.0,219.0,292.0,365.0,177.0
19,391.0,375.0,375.0,406.0,422.0,360.0,360.0,406.0,328.0,360.0,344.0,328.0,360.0,360.0,344.0,83.0,125.0,135.0,177.0,156.0,135.0,166.0,146.0,229.0,302.0,375.0,219.0,292.0,375.0,177.0
20,391.0,375.0,375.0,406.0,422.0,360.0,360.0,406.0,328.0,360.0,344.0,328.0,360.0,360.0,344.0,83.0,135.0,146.0,177.0,166.0,146.0,177.0,166.0,229.0,292.0,375.0,219.0,292.0,365.0,177.0
21,391.0,375.0,375.0,406.0,422.0,360.0,360.0,422.0,328.0,360.0,344.0,328.0,360.0,360.0,344.0,93.0,135.0,146.0,177.0,166.0,146.0,177.0,166.0,229.0,302.0,375.0,229.0,292.0,365.0,187.0
22,391.0,375.0,375.0,406.0,422.0,360.0,360.0,422.0,328.0,360.0,344.0,328.0,360.0,360.0,344.0,93.0,135.0,146.0,177.0,166.0,146.0,177.0,166.0,229.0,302.0,375.0,229.0,292.0,365.0,187.0
23,391.0,375.0,375.0,406.0,438.0,360.0,391.0,422.0,328.0,360.0,344.0,313.0,360.0,360.0,344.0,93.0,135.0,146.0,177.0,166.0,146.0,187.0,166.0,229.0,302.0,375.0,229.0,292.0,365.0,187.0
24,391.0,375.0,375.0,406.0,438.0,360.0,391.0,422.0,328.0,360.0,360.0,313.0,360.0,360.0,344.0,104.0,146.0,156.0,187.0,166.0,146.0,187.0,177.0,229.0,302.0,375.0,229.0,292.0,365.0,187.0
25,391.0,375.0,375.0,406.0,438.0,360.0,391.0,422.0,328.0,360.0,360.0,313.0,360.0,360.0,344.0,104.0,146.0,156.0,187.0,166.0,156.0,187.0,177.0,229.0,302.0,375.0,229.0,292.0,375.0,198.0
26,391.0,375.0,375.0,406.0,438.0,360.0,391.0,422.0,313.0,360.0,360.0,313.0,360.0,360.0,344.0,104.0,146.0,156.0,187.0,177.0,156.0,187.0,177.0,240.0,302.0,375.0,229.0,292.0,365.0,198.0
27,391.0,375.0,375.0,406.0,438.0,360.0,391.0,438.0,313.0,360.0,360.0,313.0,360.0,360.0,344.0,104.0,146.0,156.0,198.0,177.0,156.0,187.0,177.0,240.0,302.0,375.0,240.0,302.0,365.0,198.0
28,406.0,375.0,375.0,406.0,438.0,360.0,391.0,422.0,313.0,360.0,360.0,313.0,360.0,360.0,344.0,104.0,156.0,156.0,187.0,177.0,156.0,187.0,187.0,240.0,302.0,375.0,240.0,302.0,365.0,198.0
29,391.0,375.0,375.0,406.0,453.0,375.0,406.0,438.0,313.0,360.0,360.0,313.0,360.0,360.0,344.0,114.0,156.0,166.0,198.0,177.0,166.0,198.0,187.0,240.0,302.0,375.0,240.0,302.0,365.0,208.0
30,406.0,375.0,375.0,422.0,453.0,360.0,406.0,438.0,313.0,375.0,360.0,313.0,360.0,360.0,344.0,114.0,156.0,166.0,198.0,177.0,166.0,198.0,187.0,240.0,302.0,375.0,240.0,302.0,365.0,208.0
31,406.0,375.0,375.0,422.0,453.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,360.0,360.0,344.0,114.0,156.0,166.0,198.0,177.0,166.0,198.0,187.0,240.0,302.0,375.0,240.0,302.0,365.0,208.0
32,406.0,375.0,375.0,422.0,453.0,360.0,391.0,422.0,313.0,375.0,360.0,313.0,360.0,360.0,344.0,114.0,166.0,166.0,198.0,187.0,166.0,198.0,187.0,240.0,302.0,375.0,240.0,302.0,365.0,208.0
33,406.0,375.0,375.0,422.0,453.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,360.0,360.0,344.0,125.0,166.0,177.0,208.0,187.0,177.0,198.0,187.0,250.0,302.0,375.0,240.0,302.0,365.0,208.0
34,406.0,375.0,375.0,422.0,453.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,360.0,360.0,344.0,125.0,166.0,177.0,208.0,187.0,177.0,208.0,187.0,250.0,302.0,375.0,250.0,302.0,365.0,208.0
35,406.0,375.0,375.0,422.0,453.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,360.0,360.0,344.0,125.0,166.0,177.0,208.0,187.0,177.0,208.0,198.0,250.0,302.0,375.0,250.0,302.0,365.0,219.0
36,406.0,375.0,375.0,422.0,453.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,360.0,360.0,344.0,125.0,177.0,177.0,208.0,187.0,177.0,208.0,198.0,250.0,302.0,375.0,250.0,302.0,365.0,219.0
37,406.0,375.0,375.0,422.0,453.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,375.0,360.0,344.0,135.0,177.0,187.0,208.0,198.0,187.0,208.0,198.0,260.0,302.0,375.0,250.0,302.0,365.0,219.0
38,406.0,391.0,375.0,422.0,453.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,375.0,360.0,344.0,135.0,177.0,187.0,208.0,198.0,187.0,219.0,208.0,260.0,302.0,375.0,260.0,302.0,365.0,219.0
39,406.0,375.0,375.0,422.0,469.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,375.0,360.0,344.0,135.0,187.0,187.0,219.0,198.0,187.0,219.0,208.0,260.0,302.0,375.0,260.0,302.0,365.0,229.0
40,406.0,375.0,375.0,422.0,469.0,375.0,406.0,438.0,313.0,375.0,360.0,313.0,375.0,360.0,344.0,146.0,187.0,187.0,219.0,208.0,198.0,219.0,208.0,260.0,302.0,375.0,260.0,302.0,365.0,229.0
41,406.0,375.0,375.0,422.0,469.0,375.0,406.0,422.0,313.0,375.0,360.0,313.0,375.0,360.0,344.0,146.0,187.0,198.0,219.0,208.0,198.0,219.0,208.0,260.0,302.0,375.0,260.0,302.0,365.0,229.0
42,406.0,375.0,375.0,422.0,469.0,375.0,406.0,422.0,313.0,375.0,360.0,313.0,375.0,360.0,344.0,146.0,187.0,198.0,219.0,208.0,198.0,229.0,208.0,271.0,302.0,375.0,271.0,302.0,365.0,229.0
43,406.0,375.0,375.0,422.0,469.0,375.0,406.0,422.0,313.0,375.0,360.0,313.0,360.0,360.0,344.0,146.0,198.0,198.0,229.0,208.0,198.0,229.0,208.0,271.0,302.0,375.0,271.0,302.0,365.0,240.0
